gatewayAddress,delegateAddress,delegateStake
rzdQZubopSW3ZrIOCeQLNqTqcO4CoagL0-inazNCU7Y,DKcebnfgC2Df6bI4Q8Ew3di7qNMki2-a5zex_ixBr80,1738750000
KlJUM2TsHgUI1Ih-OsorF-UpxND21amAEltukFvotTo,DKfcEgtCBq_WjAjbXmiyX2aiOQNvnTsTzIuLyQjW9lQ,652500000
a-s4o4rNJzG_Wcwg0cVRsOYIVkXmGyIgc7NzMyr1H70,DMriGlVYkv80QX_1om1w4aU8VVyatEnwT8k6jl-hAEg,2390000000
gvNpPcsDbFvF-Wn-BymQLb3CbGYmh4L_8F2jp9QM7oQ,DNZ4jD32Q2YwhDbrsORN9VIudYXnJGsxWLNE5XTqrk0,435000000
s-awXpcgJWr8QBB7MY8GZCtvyQ-KlLj9hD-qF9zqBgE,DP36hOI_au5FY5GxevqGw0OZgSThNiK4h5sS06AMstw,1303750000
GBTt6TFAM1-jKB98FkYHi2sncalk7Misv4ihbvl_CKw,DP3phGbvAqWHSRyPoGGkhQtfklpv8qflAhPyFWlbBmk,2516250000
oMPYwABoGMcrvLAy1r41ilZD5totu7TGm6JuCkW7bL8,DS0Q3ngyOaxshzp4q0h68M9KJ5_re0GlY7qus8lJ5uY,652500000
fD5A1ki_bDGt-FjVvOPHPZ1ylDAQo4zCp9LIOD9VCWk,DSDXCgoDM0iLjr3aUhDM9IAtiP2N0reHiCw-ACCBNdA,5213750000
EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,DSFIZIJ_UsewKyEeIB_3OnKcRoF38Abh-XyPpbuib2c,1303750000
vAyn6mnxAsGvRYLQpkNWDLC6Lq-0SHZSvFEdPNe3iJQ,DSJ1EJtukY37ZopuYDQAxS-_IqJmgdyX-ZCqj0Ik6gU,5866250000
R3M-B9MxQroHoAzY7-Xeikxit2-s6f3WY927CgvJsh8,DSR6VHEWFkhoGhs7ESk7JqhNeDZK8cHgJtKxCmnqv5s,435000000
ym6oz_dHstIl56t0TPsHpaw6Iusr4w99QxAvJG5zGtA,DSmSryf0Vrwit7tjqAKyOgXLV_LYFT9LtEkRwEQk-Qg,630000000
Uaoupy6sDb-7GAZJ5dhl5EbUX6C45DFogjkqPRU_G-8,DUTAG4LO2qjkLUoKs81c_aj4vlNUptIqvoPfMuwDhF4,3325000000
oHl168xaaIWAi53qY8G0Y4EbwXe41Dix0LbdvcdvLvw,DVkUCXzZKEiky_2E7jRFuADJRkfh5kLX0G6JKc-ZDvo,1956250000
7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,DWVfZcL71h6DMGKJ7laQyEnpR_LQjTu677frayALtUU,2825000000
NaBkbS6-G8f8jMTJvtXC1uillcoIKGKwu2nBPRnzCcM,DZbalw2LOY5I1gQfYwv73RTuv-8igiu3KZUkSc3bEH0,4997500000
X0DKu11docURUSsyqSwO7elFbHBpxAzJI6GnlA66U2U,D_usQKKQjmAoymS6YnREJbzzfOpZ9bx-Qj5m2LyQW-g,1500000000
iORpSqCysUfCzjXGaYsjyzaznEE16r13PJ-bUPRpp5w,D_zXubpRWd5Z-MASCJMB9EIGkNEu2D_a6GGN1JOpj2Y,870000000
pZkvXGaicIvbxLRM7PiiO3AV-F3dQbas-Vp7sH71xOE,Da1awUDKlPxkB-5WTq5ip6ByTajxgmlYoIz-qdYWG_I,1521250000
f3Tb3tt5Ea2rfnopyOqMzE7696NxEaBmZTd2eE3Xrvw,DafeYwCOsgY104JXBygl4fW5aRCfjPVMQenFt38qGmo,1086250000
Xy0umfBKlE5kBQz-RPXwtbShdWXG1K8YyK_6Ob94qY4,DbxNym6aZbms8RhA3QOD3xQ146ni6ImEqzYuFq8lOL8,435000000
NaBkbS6-G8f8jMTJvtXC1uillcoIKGKwu2nBPRnzCcM,DcND1zS-dsklPJfP0sc7iTGxL0XA3roEG-Q_SkudBrk,652500000
JckL0gGb5prOKo7jOwBPAk7YJHC2plZeEGdVi-YsblU,DdL9gX8-dAgjAQwKz0gH_TwlHvxg5SWZUyApJ5BQn6A,565000000
h87HVSyMj3jab9GwOYQd2ZYVARcF5EJTUuXHybD_E3E,DdpnQbt3T3N3iGSVpg0e05oTiOQhGGejwDF5UO0PqeM,23527500000
h0YJJPy3KbX368O7OzF5VgNPUYK6gYnjBDVSjxXa56U,DgQ8u-yDAcYsEHSccR3NAevmRVth949V9NeWnSuVZmU,1086250000
EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,DhJQ8cOlqSa_C4ZGj5bco2Zv-0xlQ3rVMGBV39E5BO0,652500000
4n6rkM49G3WdnP5HPYiUTsk5iPZ64ZgSW246wuQWvcI,DhaSTjlyuZOOfskuAiQwzIAEgXyhVMa25bWk_F7voQ8,3693750000
S2xQ27SgYls7lr2T-OvXle0giV6lFZnsWoYmxldttw4,DhfEVFrIZQkq5CKtdZGs6QACwfsTeVAmPGyUHiiXUZs,435000000
cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c,DjtT8Mgxk4Rsp5Y_GeZj217fSC9Dx08mmKtm9c6pptM,1086250000
WEbn8SoCyjiRBEoV2JMV_F9SjW2aICHbBxVnJfyshb4,DkJg89QKlB60WnSLIZXBapo-EDFXPCrL24Cm7t1JjeM,652500000
IRHn9m9vQF8fGEQ3H8nmDhkQgnLY1b-jXIda4wDW1TU,DkXtILl8YDioKqWYWKzL8GDWXo5ME4lTqtYAG9l8O1M,1521250000
OUUyqSaJyEoxcfNyiDmYVA68In-4xmIyk7AeW09zc-E,DlPn8lEwPh74wpUD3VzFLZhxxxABQoePctXqTjokxOg,4562500000
UGm_n-H39zJDxTNnwSfTMCsufjI0nhDAHFEX_JRng74,DlenN74WvlK8hz4ha-VRnAARQIG6jrhkB9RPDfxAs14,870000000
KyB0PQqmdSwkuwaS5NTkQGUCT3DkYvgip_dKtSbIOSs,DmtgX7ZmkIQk9wqDFhFWBe6Z2ihMZT_5DFyJwu0LHgI,21593750000
-iiTyYDjrKgST3hiYP9KUQ42BM9KxUBnA14yjXZNPbE,Do_-qMoJ4Jsq4gltnyXANHH_OvzatF3nO3sFdrzrNA4,1303750000
qhjZBMNa8EDTb8WaZwJ9vwVgiFbX9VmVmd7S7x80-BI,DogLZ5ULrq6XE1qeyYyGaFj8mAnN3Et0b8E3AC8tO7M,1086250000
EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,Dpo2C6mLSeh8q1gnJXMTRTPp2V6Vq2MUT-NWaaBZnQk,1065000000
-d9S3ErrYlW1W7ZY_3BBqgbItgSkECClAYq6RSzf5Pc,Dq33BIKMJwa6Q7BZEbcH5xgEnLrGDJeKLTEk_Hs2p-E,1303750000
TJbHG2vQJV2gif_feeMZJuB9GiZjkHzjzI5G0STm6eM,DreIaBZLWe6dohktbwlJANMHnyHZ4NhHnLysAqgp_7g,435000000
XR8cKlu6QsVbEMphx75anqUa72PJ6KIl_HJfF3iuoSo,Dt3SKVR01m2aSJo5dXWS7AP6j0ZqQSX2px65C5xF-x4,1303750000
4-mp3nYhEFgR9tehIwujKnJjgpe0yiRbGdGgTcbsXAc,Dt4ihM51X93zYe_eSZ3oONkCK59YHRRvP-5woOndYMA,435000000
-14ZDlxWLcg2X34LMJZ-yFlaQF8ZVqsFf27Ajcd7mXQ,Dw451e7KzEPgWdZ1kdYUwq0Zf4EvRFnTcsjjQtnUmes,3693750000
6WUKQgsE6Rz7PIZPsr269uSI0KP7UF24LxlkWTcGqGM,DwYZmjS7l6NHwojaH7-LzRBb4RiwjshGQm7-1ApDObw,5648750000
_7sJJJ9ea5h7-6ge9OXgqpizgIj9Mocv1dzI-b2aJW8,DyX9PrS_bsVL4gJp9JtRJZZkVJ9RTl6jj3_kNbzGBmk,1303750000
Zwh1vYmwfbESP9-rXVXiNS8Ix0MEsUw5GSiObwkVEDE,DyXHwAmxjPT4g4s-0j89BM96hXfKHiU9hIn4X1Y-WZ8,652500000
BZL3xWpQPPupW4JIKjjxfiImkRAUl7HEqPTb3DMZjxE,Dz_ZBUwWzalnq-IOx_YdKY_mkoF2ZiM_z0iSrUKX--I,1303750000
fDMKOqpDZc4StKps1rt0nyaLvAp1vDL4qOrfpklElwg,Dzh6nTNjO_A3CdgQ11ZoVEyx9WlbMrBD8zAua5KS8Wk,3258750000
q-3i2vtbri8KNNRNQtc8WWQO-ObaTmqrXttHpN7Izgk,Dzq5QY04piObCVNOt4_n5bVQ-soNT99o13BbZF063KM,6582500000
zpwUxIJgsB1Rko-UYINmI0mGx1R24aUuZ7cXhJbON6A,E0MC_ibnkhEMzJGwihznTzxt9j07FsC831IL5USdIHc,6083750000
AKrUq5P7QTen61HrrR28a5Bt-c7W4haUoA-WsVbutPU,E0Wr785Wbw-x7JRSePHKEUdov9vW0VAfyQI2BQ9kwfs,2172500000
GBTt6TFAM1-jKB98FkYHi2sncalk7Misv4ihbvl_CKw,E4jEheQD1S64H9MrX1bShhPSWdKKWREJSuUjxcDXmm8,435000000
17mzTy5SPpbu9A1Egi5pd0QJY8jgeODG_3NMoRCH7es,E59_jbJ2JS1W3YcmhWvW2Ozr_fjyo4-dzr1c7nIHKDM,435000000
Znv2u5mU0jGQuQLaC_Va8Hallz6bvI_qRKU3lAjTurs,E5_wuEGK4RO5YJDJutYqxwqLI-HY12qJYqv6iY-UDdk,3411250000
mCMCx8cHO99Vq7GsLHU8aXGtnpoZ7MX71iFOXGYScg8,E5xtFxO09rr7YOplZPnRLUZvVKoKeNREpNKnwvGpTIs,587500000
7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,E8aXgHwiwoRjCpUq0EAnvKqNMehqH86wJXV1sdOC47Y,435000000
jpPWBpBN9amvVPjP_v5XlnEu7U8TAaTqPlJ2cbREe4U,E9L6qN5fZiE-Q7nkcjEFkRe3WsaNgkxTTFLqXoe-KbE,805000000
3WEXCEfP2jhqUTzo0dgAV1210DB4EQ8U_NNyEZ95IEU,EA9r7F57hfsnFYq1rqnWvW-oV1alGyy8tocA-EF2IzY,652500000
R3M-B9MxQroHoAzY7-Xeikxit2-s6f3WY927CgvJsh8,EAel2eAqn6_dBwZUhBEdbe_DAPMlujsTYgo1hu6CJ5k,1500000000
0pCbuNgUCx1WNiBwXOq0DP6CFVOkhZ5qd1DgxAX0KvY,EB76rAg5Kh4VEmrHHMuJlOc2r5nE6AFWuNvSvrvXcB8,543750000
_WoBXS3nKO2_dY5ERvM9hr8AONoo3yZAQgrpRMBCeRg,EEbxkdRW6lze3vaxI1lfbkd1ynubZS09pQ10S9yiThY,3476250000
BAQYHfwzlL5Fd1w8-fr2Iu0DMUzbgjwV-EM9fTP1Oeg,EFJ2lQP7hbsAE7TajexjzhA2hWioAKfLaIu7Cra8TI0,1738750000
P6giG-7b5Asb0S_Xx1rdNlyAOnCIxpo_5zJ_OxsSTFo,EGtJMjCh51OWdJtfbIJBzwABdR25iio3fPaxyF6F5iE,435000000
B_npMgHWVUV1cF7lddUrmaO7ucXYuTp7j7388VO0_QM,EGyYtV3J_kSX9LNBlri4jvMsKMSZnJ1jInG6SxJG6rM,9002500000
BAQYHfwzlL5Fd1w8-fr2Iu0DMUzbgjwV-EM9fTP1Oeg,EHakVYcnxwO97IAK56JRmnD2NdDO6AGw-6rUQ-hDBRg,738750000
Htqc__0gjHOa02RFS2vW14e76g4KVanYjhV-WzxAMIQ,EHfAkfEIk2SC8aG6X9Wi9ilE8EH8PxKXq6KlcIVshto,738750000
vBDC_yCsXY9KrM4nFy_ngR2aN75F85650lJZnWH5tEU,EInZjXtQ5-ivzBr2EOxyxXcumQCNPPu6e85a6FtQk7Y,6517500000
Zwh1vYmwfbESP9-rXVXiNS8Ix0MEsUw5GSiObwkVEDE,EIzVD1tc1nHvwBqfXSeMYIOihlGC92MuTGo1hH6wiHI,4562500000
1GLELagOHDK_Yq9SvlIAAYjTc31pTuoH22xVsCdnS7Q,EJhaIaDMtyV2OokM1Kvg5fVebpZ87IJKZ4jBKNcQ4r8,870000000
OUUyqSaJyEoxcfNyiDmYVA68In-4xmIyk7AeW09zc-E,ENgcpzYmNcGdab3_H7u-NbpEwh5XZc15jAmOGagAbPo,1086250000
kvL8dV0aDNGQzH3vxi7sp2OWtPvTdavTD6WYxoJOb7c,EO54_9d715SEqSXxx-nNsXqMyRgqyrYNIqb_OXSxSXA,5648750000
cSRwuTspzJ38gbpT69mkpJdvHLtk74_kwpOoTwq_T8E,EPA-07yUEfLsX4ntScr79-uFyXYzykQyk8jZ3BRUwm8,2172500000
vBDC_yCsXY9KrM4nFy_ngR2aN75F85650lJZnWH5tEU,EPk9V6pKHuip8Hir3eB1qMzaYTZ-LID1jy9PT--1rt0,1086250000
kmpsyiI6Mjbb_st3rAeo-Kxz1wljg8uMYA6VNeOFniw,EQ7Tnk_FuAAeIkax8-JlBxeMtgc6mrNRqL6opiqWLos,3693750000
cfUh77oKJiuJW6wbAb999RkN-lMKvX00PL0KKbvIz-0,ETELM4c76hA8FDHxcAr5_KH8PmNGafT4XCFbNXfjkAE,565000000
62vfDy-Vmv_mIUezOUCesCm7FiwhxGRbazNZAJtOUyo,EUKgzOpPLotdWme6_HV96bI0bh91tIOSSHiGIpAJu2Y,5213750000
zFBm5PN2a8AFoDivZ4cBOmspBiENWBdXz15rEXpGxC4,EUQVAVg94rnoMYf2I5hdu5_TD1ijjh5i8xYgprc0gfA,870000000
nviPEdO-TjGII1_l-RFXe_CvwVBFdCPwnOcxuIrFke4,EVTpR0vjZpyBhPt_CMwGjjnpa88Jnb8Fjm0KqE1sJMc,652500000
47xGmSGVVhiBnlyKORUHwR5lFYgfXtX_xOxUuVn7ZZs,EVi_DAfMpiQo6OKI8gXEXMFkKgO6UHty90SY4TBROXk,3455000000
VBrQJZQ-XCLCF4xWmzcmkXFwHJusqmQdL8W82dkUxhc,EVmJyeJ_ZLNRs34XOdYI-UXVZWm6ZMaPqVVoCdQxFZE,435000000
VRJxKTG_elvmu6ph7bA2ZDvBTRXoS4NJjQCkFUuJVhM,E_JysjjQg8A1BMsHJB8Yd2nkwu5wn99WE314hmll9II,652500000
Nb8mitPBZjb31PM8iKEr_cFsp_SOkYTY0ewPJbeiZ78,EdMgX3aRQtdWiXt5DrbmNvVSGCFaQqiWCMRgk5ALzc4,522500000
dD8lEdhTu3ruVPBnzynLMzaXY179YIYz_QS9_LuMRXg,Ee-s4pGFTG-C29vyMjhQme5uuCwku9nEkHu6zvDPvOg,1303750000
JkUcb04WybVhwXV9hLCCjS9fpFWmODGXYIdhn6O-kRU,EfDrBUCyw-WifqUekHn067HPa3eAndgACsKBB6ldsSE,1303750000
vt8-HvjzX-XHuZFgR1tFFDE1cYGZnh0U4qM0aTFjBHE,EgDgJ31sDOTUgJU0zJxsVcjhCV9z5s-0pb3iM9nP_8U,652500000
EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,EiG4s8h_rwthylrjzmNX6qKfk6x9eW9Xt5qWBqSwHxY,652500000
3Gr4shi-MU94pPC1g3vlMPPl39gffOoZwAcJd8UBtcQ,EiTgN1z6vdBSrEoUCnvnc8t76S_7sSan4_8ILw8FSx4,435000000
0R_6gCL6OZieUp36ubA_KeGcFeVsiLUCZOsL5NAuQYo,EjWrcVtrJHwYlKiB-1f2PZbKCfMewZVGIqXdHyH0QAM,3042500000
Htqc__0gjHOa02RFS2vW14e76g4KVanYjhV-WzxAMIQ,ElsAJ4dDOk7VG27iGLCsS-wMMWrTMqsXgX1azcWjL_s,1521250000
f3Tb3tt5Ea2rfnopyOqMzE7696NxEaBmZTd2eE3Xrvw,Emo3DfykBRKoJo8Fj9Lr5cmR0xfXTaO0uBLjq6drkJI,870000000
PQ8xSukxl8hFgP8wwGQBvCAJpevAmjfNVsH8TORJeEM,Eprzn8ufEjFDFceyEGiMtXYpyItXHiKZMjFPs4S7iDw,1303750000
KyB0PQqmdSwkuwaS5NTkQGUCT3DkYvgip_dKtSbIOSs,Esy1uii1jqhajYy6wI0-p5-q8gbr_SS5nhL_nSqRkmQ,8742500000
uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,Euzilc1EFbBxOwMYfEZQbguCgKu43kXcEhEJL3oTHjE,630000000
qDyOMb6EQlp32qkx1v9Uf0uKtucUo3NkYpBERojSukA,EwwxwQjpmM926BmdcvhQpupJozsDg2vQmHF-RUTGjUU,5431250000
UJZio4XTcuE59RKs9DCItIKO26PnpN-vYmi26MbnB9c,Ex3ueYLW06-gMC1nwWaLPlwTWYn8YQ5eTAd4nxNfA1s,435000000
Jw-8FZNff6w2ijZihHat48DCyLgtA2up_V6frPX_NL4,ExqtqTRMA3MSmw3wBNYauyvMQSQ5AQhuUaA0GF9xOmc,3258750000
VX3NBtiO9SAsAEOrCRzkOlcKWoU5Eqs2l4JKV2AEcwA,F4msjpP2UNsc9OUvNlldP-KehCD-dIIDgNV6Msm6FXE,2563750000
Lr6btGJwfdwJ1DaJySvDiBALwyMQjsZx4QGtnAWkbHU,F5JElTTp6ATu5Tfw8RIkowRH3b0IYT34qPINloSkOH4,1738750000
SN9coZxaKOojVAhbL6179zhjJ16-mQGwV6PAixoyvds,F71-9ksRb-N_PifRMeRoJ9LeZ1eOfy7Kr25ieSw5-2Q,1086250000
fDMKOqpDZc4StKps1rt0nyaLvAp1vDL4qOrfpklElwg,F7D4WvsMois353VFCJkBBEPukI1KJs5eW-jXuY70qoI,3476250000
KlZUDPqVjoicBNR5lSpL5Bh2RSicc3_XL4druoRAjkk,F7s3HXjgB3GC_B98_LiGvlSyCJkyYZRGCfPnLi0s1X8,2390000000
XB4kszP-oEjlA-9kU2BTXtpc5L6YUlQzRED7GI69iKU,F98dYT8JJmfiQ-XwGruhTTgYhUtCCkquv0iS_sd8sTs,3693750000
N64vIXjphKRHrciqRafXleT_dJ_PwgYVa-_kdWy1Xpk,F9dWqoqSMzC3oyigfhezyT0fzc5BjhIYVSqcQWOgDq8,2390000000
TlZUBXVaCY5mvVX4IUjFR3FcMhkmnTAWikzuWlAc5_M,FARt4ASDQyO40iY3JYkH0CAEPctkiahGUKtWmouIiHg,1130000000
LY89WeNXvTn_NFT-KVV6HPcPVB5qpSq1ug25TScwlq0,FBMFXtEphNPG2sRCiDDJWHzIWSKzvCSeI4rW6nSFE30,8256250000
3vylqFL0396F6lBoMPTHzBCqgUtycDb2tJ-vcPOnpY4,FBRe6bnb-hTM57WU986Z-KxseJkmn6LIXebEToOYc2Y,1086250000
43MOWh1szEa7bRbhpcDIKcC1RMBdyzb5UZcWEC54hCM,FDUH0kZ9McNtpAx3gXTQcMR4dMUTJ1fZU_10JM1Yw4M,17445000000
GdRDFeXGzkOf1TQHp2Lpo96rLmQURQKTyzkD_XBnMxk,FECumNUWri7n8HELN7ZWrnhNYZcv0Q8G6aEt0MWV1TE,435000000
Oa29VaMnzz140hg5Bsd8R-xNJ_yunPoULph_C1fiy3M,FEb4D1yg2owV2dG6TnAdwCULptJm6RbY_sb24VGLrEY,13656250000
Y-OXP98Mk-BEtHpa8aryg1gVGaqNtfnwJltGCfoZKTw,FGeASPqWw9nu7zddRqDQG2eTNNjP40atg-VsveXPgCI,1500000000
DEUmufcdFxLrOvtrqA6tclU3WUWdfx7sQyCqL6Tfhzw,FH_JY43aeHKvEG13mQbFkrldYpZyY9t5bwBbue_jyk4,652500000
JkUcb04WybVhwXV9hLCCjS9fpFWmODGXYIdhn6O-kRU,FHuHYrPZ3N2yDx4kwvgaYQfCZhBbq9LAhWsPB06RAa4,1956250000
JckL0gGb5prOKo7jOwBPAk7YJHC2plZeEGdVi-YsblU,FJYmjg6e3_cZrJO6aUu0PPXfz51-ItpYHer9qIcdrBw,15511250000
WuNl6WQGnDElEpG29CqXHKSLOenj562TzBW2Ls64yEE,FKRRkHFsSm_6jk_wuwjEEj9KTGkNxI3TnrMAPeEpPgo,652500000
xXtdcExIgBtZ6HZpOLDcNcbq_EH89PhDXWaqAK4rjyk,FLmT0XJL5lPVxKTUlZMAMobgCtOWqjdqhy7bMs78qn4,870000000
BYtx5jr81Kwx07LPf4QyrOlIYB3RTY8doE97ca8uHkw,FOU2CyouE-6hnwpjNo2Mj-1YlsB3IWw9BkhlaqxWbS4,1956250000
LXGA2GXkTUkrK5wZ9xVU7-mUD8UOZrfk8qkOAiexEcU,FQt8YlHkdOzQuh27nAXLg_tbFaXVRgU0ceWQLXn_VM4,565000000
A2tlbVJlsMMipcjA1ShHBvfkmBx5uG3UF061JRiw_cE,FSAlsCOUzzCNhMlMIsO4DGI6l902fCh8VlUHnxiMzLg,435000000
KwA-r59R73NDZTKaJmjvk2B4dP2RrtOrmy9RjKH1w6M,FU1Y7BUs3nhfwXn7HQPF8ToLKzfMnrlAVDv1Hme9K9g,2390000000
xyH8-v62Hs-Wvli8WF1OZ1DeuAg6YviFPE2CIlBUhjw,FUDNxXRbmSvhNTYhf5YU1hsFmGZBfR41yYx_xpKEHrk,435000000
3vylqFL0396F6lBoMPTHzBCqgUtycDb2tJ-vcPOnpY4,FV0MJBottxGS4kWJKyCog86adnYOsJQmbVMaZAgnAPY,3693750000
0pCbuNgUCx1WNiBwXOq0DP6CFVOkhZ5qd1DgxAX0KvY,FVA-FE-9nwgjaND-MfPXLnEAxp7_pZqwIdfFm0lP8tk,673750000
hqjcMZ8bEyF7VQBAIOlHRaOMTv8SX9Z_SFRwylxG0SU,FVLD8LCEyVB6-t1anmVa1PoxY45LYQrpldOIMoeud1g,435000000
Htqc__0gjHOa02RFS2vW14e76g4KVanYjhV-WzxAMIQ,FW9gkJOtAK1d5cIez3-6Fd9o4xbjVI4F1GarGW90ltY,630000000
5sqfubD1WdH2zrUcdf60uhXTofOjiJBBo3-wvV0z7P8,FX7HajkK8geGFgAsMhhRR-DG6zdn07SzME9mI5dN8gM,2390000000
dD8lEdhTu3ruVPBnzynLMzaXY179YIYz_QS9_LuMRXg,FY6PiXobPQ5CQPCm0ykJVePolYG2EG6llmb9FI9VJSM,652500000
FohHo9KFh_Iile__M70tRJYLrVgdmUgcnBYaLXdL5Rc,F_JnU7BzzeX23-4CZo_WurZgbIN6HVpM6ds7nmiYwAo,652500000
TMXcVEAvy2e7cFwd0qMMsoYSjVPYRuNFHj-yxC45Hy0,F_ir0-TNAfeDgXITfAR1n0jG6UTL3geWrCQeCmr2khc,1303750000
osZP4D9cqeDvbVFBaEfjIxwc1QLIvRxUBRAxDIX9je8,FcfEMz69HsKBYtDOp0miKj5WjQ-UztyQwJqfSAffrSY,3476250000
l5wmMZJv6cXuJxlvjf6RkErudcWQfosBc7b5Gx7gCsU,FgaufFsQcDcVm0BSdEnextSei-82cuEXSLQhB6FK6JM,978750000
R3M-B9MxQroHoAzY7-Xeikxit2-s6f3WY927CgvJsh8,FhubSugVhmko8Vc-uxVK2jgedgiVHEdIM3Vsh_qiAYk,6061250000
m2rdmuprEiT0SxJOZAvVexlLFUx5KsAdIBKRkGrlsss,Fm9G2EL_Y8CL_my7dGMrDcLZ8ODseuZzDAfIu0RNtDo,2390000000
KyB0PQqmdSwkuwaS5NTkQGUCT3DkYvgip_dKtSbIOSs,FmRosnPQ9vAhKWXDo0MwNYlr59KJ4mKKIN1ADAtud6o,1086250000
D3ptaecv8R0f1KsOmzXids-LRfkdOsxir7v6hOigHGQ,Fmh3YeG9VMAeZML1aXxRs2LTQuAkftQYw1R5EW-lOtQ,1086250000
07n1rt8lyiFxtdutvO9fyKH7Lbrb2OeHwUxcjVdWqzA,FmmtZMpSTZ8SPz1MeYQNoF1PCClR8L6tfm5gBIP6yxw,2516250000
GSkHr4JJekfJR-zfK_RJPT9NEjVFJf00cqKq64KLPWU,FnS2BrDlR7Jjcib6GwI2-TCMf_FRuJozJ8ZqPAnLofM,435000000
f3Tb3tt5Ea2rfnopyOqMzE7696NxEaBmZTd2eE3Xrvw,FoOrYD9ooDVVpaHp3WOX4PPwX75Zg67ZMj_4lQhT0Zw,435000000
07n1rt8lyiFxtdutvO9fyKH7Lbrb2OeHwUxcjVdWqzA,FohHo9KFh_Iile__M70tRJYLrVgdmUgcnBYaLXdL5Rc,2390000000
ivmQI0ccIeVEQ7mXsgW2-3NCMxq9Wu_CxBcc96m0-qA,Fpt7joLEuCnx3oCz9wyN1CvyUAxH7F9RcpZppQujAUg,1086250000
vBDC_yCsXY9KrM4nFy_ngR2aN75F85650lJZnWH5tEU,FrbofT9FU23JtRzzCzIfUkZYFjgSAb4wVlP7rKGGB1Y,652500000
H2Th3ijBQZEM_8CMIRqshbaUSyyax_ejnRDBqyp7WAc,FrhPDt_FotNacW__ebQdb8Gs_7x5vPM2yLisl0K2GZQ,1086250000
_WoBXS3nKO2_dY5ERvM9hr8AONoo3yZAQgrpRMBCeRg,FueGFC4vuspCFaMJ6b4ff8Yovb41mQGq7w3cO824BhU,435000000
Uaoupy6sDb-7GAZJ5dhl5EbUX6C45DFogjkqPRU_G-8,FvS5iWw6VjREYVAAV8Ra3nBPmRWaUhYyLmWnqmVTIIs,2172500000
nAvqHc2ifG6-O8U51Ht5fvx1BTNGQ-L1ue6jVwlHUY0,Fw36d7uDru-utClVUTjmlxeXSPiOZoa10vXgfhg-3fY,652500000
-iiTyYDjrKgST3hiYP9KUQ42BM9KxUBnA14yjXZNPbE,Fwb4Vmmpqxqn0HR-S0gMLiyDf5GsOCxHgyMWSzrl7Ls,565000000
AKJf6Ad5OXN0Hc7Q-HHtF9qzjV5Y3V8gnBpJTiEhnpM,Fx0b3swbuyJ1enSOQigECbpecaZe-hAHZzrqQEA1VsM,435000000
yRUte56wdPGHafW36HVYLsbhpggbGECPA60iZp-lsrk,FzNE-Mq_FuT-ZSclspuKH8vUJ9BuFo2vNuxa_z0VKgg,652500000
9qCpyPrEL870Ky-BbINIe9EyknKC8s9iYBdxu3XJ1zo,FzQv_IfqTU07_B7CZ_Pc8miNejEepjkoYUhsHoLjuUI,2390000000
_hUBKXfHmGQ5WY8zZtaUCwOG6dTx-h7xx0rmtW3NqZI,FzvJt_e15jjz3rx6yExApgIIi-JxemoRzT4b5yvQOfQ,3476250000
MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,G-j--9Wgf2spyLgH6hPhWpwMiHvLyQzn3XY9dKLGmxM,1086250000
vAyn6mnxAsGvRYLQpkNWDLC6Lq-0SHZSvFEdPNe3iJQ,G32N4KiRZp3LphpzuFU3i06AdVoffctT5TOpmMIbd9U,435000000
1H7WZIWhzwTH9FIcnuMqYkTsoyv1OTfGa_amvuYwrgo,G344VRRtuNYUfGh1ouIYrmzXFbaOzAMZU_ZDxMhyrik,1303750000
_OSahxSTffKInVAhPFi1LcLpU41TniKmIdFDZ2ZmI-g,G3ZVZqxQ7h14M04zn7iS20AmHzP63Ufi8uGJtGorpjU,2390000000
IfRB126OA-VgcriyUZggYY1_X4xVQfSFcit_jH-7GP0,G8jvN9gQlLxHxlgDgl3sFt1Q-hBtjxoq6dcpw4gJV3U,1303750000
EwL5_Ta1EBqtwz5bKnr2WETdyCsJiv88S3aHOwEaws0,GArlwP2IQY8YpoowaN9-p0X6tJI9cdXjeaMD8njHJhY,1521250000
nAvqHc2ifG6-O8U51Ht5fvx1BTNGQ-L1ue6jVwlHUY0,GB0NzdthX35SWtVI_g4OAZNZEvyJ8GVN2ZbD3W9YQMk,2607500000
7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,GBrbTU1YVYvB0y9a6J0RYg_rpo6Nz7LGJcFf5A8zyeg,5431250000
tJWsUi-XhrHQzJCgJgpJolBRjfA1Jbi3uOLtU_XUTaE,GCS7Bhgaw-0V5sQwtmRoP1znvY90R0e9iJ8uAWBnPWU,2607500000
