gatewayAddress,delegateAddress,delegateStake
vfbxK5qdcmf_3419fz6WSFaM6HBSAQDG7V6ZEdrBUQ8,UZaIcM5KqjH-gjqYVgxjeXVakizEXlCdxJMe0qRWLaY,2825000000
H2Th3ijBQZEM_8CMIRqshbaUSyyax_ejnRDBqyp7WAc,U_6bCOStq4FQYIoPnxdI4WNgOMUqGBZ6qX82QWIQ-xk,4345000000
OUddDM0DVbGuKgdqb0K1gX42aOw9-tXpqbCwU2HsYnI,UaPLMv5_k7DOPbv8_8_Q6SkfsiLZNbVreoT9h-FDDt4,761250000
IPdwa3Mb_9pDD8c2IaJx6aad51Ss-_TfStVwBuhtXMs,UbrbZlSI5oqBv3zmtc68h25RUvxPR-0PYZhyl9NVrCo,435000000
cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c,UcZso2ytHA4nCIfAWP-inCDmYYiFq9evzwduxxBGZ0c,1086250000
KhX4ymYGPdOgq_5SbDBIHcPj7EI3JMW4xxp60y45zuY,UcrJ5GGhQmHx9znjF_UHl6sVkEW_jcysRYKDFu7ZHj4,543750000
dD8lEdhTu3ruVPBnzynLMzaXY179YIYz_QS9_LuMRXg,Ug7lzGgHyewd8NyKMVUcT0SewE7VAA5rqR2KeEmtfDo,435000000
KhX4ymYGPdOgq_5SbDBIHcPj7EI3JMW4xxp60y45zuY,UgQCAI3owBqL9Qq6gxFvaFVLFD12anANsclSTp2kNvs,652500000
GY0MysWAv83ANosil942egXtxMxxlAPEiI1LFF5hxjA,Ujz8r5gVW1VjcScvLZBu1hWb9XdzP5l_ZlY3uq1e9QU,435000000
X0DKu11docURUSsyqSwO7elFbHBpxAzJI6GnlA66U2U,Ul6L-RndReVmpWuVTX0HNTalbia6OZ73pXr9oF1_nBc,2390000000
EYYSRszWDNdspvc-5R19JhPqaL8HkbEnxjdy0bueOvc,UlYW3hfufGHhv1B5AMmTgHDAV-FLBc6x3vf71fcmIiQ,150000000000
tVUJkW50adLrdfpL_qlgH4oo_4Hzsr-gTykWo-WfugU,Um5HzhfWEvlMbQ5vHKIH7gST03oNKb1ZFz1rhsyBGH0,2825000000
Uaoupy6sDb-7GAZJ5dhl5EbUX6C45DFogjkqPRU_G-8,UrZ7-TOU91dNlgzGi4wgo73SwOfF7BwCZ1IIeW1ADok,652500000
KtT83AUy-9BqzYxvfyLihjppxJMgYaaz7cbhgfPdvRU,Uvt77Lp8V2-izKbMgOSJ9nY89u2GF0rBh4OVawZ4jaQ,1608750000
KwA-r59R73NDZTKaJmjvk2B4dP2RrtOrmy9RjKH1w6M,Uw_T1FwRo687cAPws71ZwfeAfFytLXHeMcma2UC1NPs,3258750000
P7cerPVR1YDu7xpgb8pj5Eso6MwXMrQaoG9I5N4nHWw,UwyVQbt1dwXmYR-QUztiawKIqZ5DMLB69BQUD2WEMck,652500000
kmpsyiI6Mjbb_st3rAeo-Kxz1wljg8uMYA6VNeOFniw,Ux3xsMaJaU0r5FonPsdX_Ol72exxb1y2snr1g6ht7v4,1086250000
XB4kszP-oEjlA-9kU2BTXtpc5L6YUlQzRED7GI69iKU,Uy2XZ7P7F4zBllF5uPdd1ih9jiQrIGvD3X8L13cc5_s,7170000000
RQbIsdPpKShzE_juXB4e0YL2b_AGCieF2tKh2uUWg7M,UzfQWy6jzPIr8-U4w24UdyzkWF_g_Y7eXAtrPj08LSA,3693750000
XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,V0CQgl75azF4ERf90cz43tvhkRpJJdXuu7hhrDQL23Q,435000000
-14ZDlxWLcg2X34LMJZ-yFlaQF8ZVqsFf27Ajcd7mXQ,V0m-M74lLR8VdgaBqhH2lkU1VaDG_sfBueA0eE9wqaI,870000000
nviPEdO-TjGII1_l-RFXe_CvwVBFdCPwnOcxuIrFke4,V4zoSBfFYdot69OxamEAk2oIuJx28htfDBiE8YIJg7I,435000000
VX3NBtiO9SAsAEOrCRzkOlcKWoU5Eqs2l4JKV2AEcwA,V6Rpvy0PTPxP84t6Q2DOWDaQ4ehM5_d5kT-G8H-E2Uw,2716250000
hLRzRWWiLMHaTKLJtL6vhzE-emNqHWLjdJB5C61BzQc,V8uOpPZ_9J5zkoIMQ4QLikGKIu2vO3wrFcUilZ4p-Zo,2825000000
vzrsUNMg17WFPmh73xZguPbn_cZzqnef3btvmn6-YDk,VA8txkva_HekDDfxVjPOJ3DQ2zIgBMimhUeIM6dxVCk,1956250000
WEbn8SoCyjiRBEoV2JMV_F9SjW2aICHbBxVnJfyshb4,VBJ1MzmtU_LAzvVSFmdT3fNpSDXJ0Tf1jEYu3hwcBEg,1303750000
KlJUM2TsHgUI1Ih-OsorF-UpxND21amAEltukFvotTo,VBOlIydx9kdSehJ_vv1jldvpvSGv6svgkr1Yg1ZYnJE,1890000000
KsHdxewU2qgzXbjT7dqRbpnKEuRuuP5NcbSSw7n9zB4,VBrQJZQ-XCLCF4xWmzcmkXFwHJusqmQdL8W82dkUxhc,17010000000
d0OAR4PkoUY90PAw39NFty7bG8EFfi8M0ivhDLpnLmA,VDw11Pr2L6Xys9pI-6chkvnd3sK9OX5k8kVCgajDyJw,2390000000
JVTJPRU5jqrz3YT25pl1L_zJdviOsHsZn1Bhs5O7czc,VFNzsjZQM_e9OmGFq2QGpQsch7chac9tRLWZZ8w6lRY,652500000
269O3y0wdLVrm1xoAwGkl_qc_q6lV_0DPge6sI43TXM,VGCp8w-xLNm3ra65sgI-lZh3CgPdYmS3rqPs9-87_Bc,435000000
Eq3gnfpqBqOSoUUGEqfEIJfSFOPeKqw2HWUzoiZXnA8,VGh6q_na40I89ejjtxR6ijuuIhUu5qAEUvouSn0SCso,3396250000
XR8cKlu6QsVbEMphx75anqUa72PJ6KIl_HJfF3iuoSo,VJVoPv0Kfvt6C8I_5-rAQwz6NNCjCn5_aISdjv-F3dU,435000000
5sqfubD1WdH2zrUcdf60uhXTofOjiJBBo3-wvV0z7P8,VKThrokTWUSg7TAhw8oIQEb6whcA_FW8QU4w4DTQdBo,1303750000
KlZUDPqVjoicBNR5lSpL5Bh2RSicc3_XL4druoRAjkk,VN7yrqqdTsNxxIuyVjURI73u2M6VnLh5-eH2TC_BGrQ,565000000
9Rya3y64lWHKAbbFYmSo_Fw1rKlagKOWoZ2Qvl1ENrQ,VNhCHUJ4c3Iq68IQzHWOa9XI-HpWI-ac23dysI9a8PE,435000000
17mzTy5SPpbu9A1Egi5pd0QJY8jgeODG_3NMoRCH7es,VSK1P7rqIAzCNju2QXIWwovazNrEImYKiEGd83D3gvM,19768750000
d0OAR4PkoUY90PAw39NFty7bG8EFfi8M0ivhDLpnLmA,VTIpjSHATVLeuL3Rziy2LKOCaR9NM9gV1kikHzwD8Vw,652500000
kvL8dV0aDNGQzH3vxi7sp2OWtPvTdavTD6WYxoJOb7c,VWdrZomIHWJ2l-MUiYeQLjsJHWIV8jFD1577NvDNUkk,435000000
W9VN2kEtytpzj0wn-izbIbUE2yx9bvQ8_ftMyBOx_I0,VXFldPWaGg7lMWtBSFs_sWAkJ6jImvr7RtsldOAq2sE,3693750000
MDGK9R_iCloN7l0Mqj2HI0eLvzlB2RBqDu6PB9T0QQk,V_SC3mtjzNHO55JuUtMGSXK_i4RL6PriSSyXcOOKhuY,20465000000
47xGmSGVVhiBnlyKORUHwR5lFYgfXtX_xOxUuVn7ZZs,Va2MCFRjXVbah1xYmFLQc6b09YoU77kEBdex4cmvAD4,435000000
269O3y0wdLVrm1xoAwGkl_qc_q6lV_0DPge6sI43TXM,VcH6sS9dUcQ6mYQgUKwomjKwUYwLN8_j5QyXq85jwmc,435000000
cjTSqSLNYAfQ09pJVQDGdCocpBrjqb6PwbhBbJc4-A8,VfFsAjGkxp6qVHHNu5QT99NopkoF_v0XGM3daN5g3Qo,6952500000
6WUKQgsE6Rz7PIZPsr269uSI0KP7UF24LxlkWTcGqGM,VfOq4sok_7eLbSzDW2BF6hLksuO_LmlfucTHF5-FMR8,565000000
Htqc__0gjHOa02RFS2vW14e76g4KVanYjhV-WzxAMIQ,Vg1Io4-qrVkRk58V1iRG7WnIOd3f9LllTYJEsBgYO6M,805000000
6pvf3eCf70M1QrgXMt78ZCYPNsBOG4kvWijh0Q2KOCQ,Vg9mM2D8K-MQzczsyL8w09gMBlvH19LRvzKOmBgy_ho,6778750000
aTNB1r_V0HC0m8lEkGiTmvxRjp4q59QIUzizdwB7Nik,Vgiu6TZ_oi2wfmV4dKA8P2_qe7Od_c_c5cCu4I7utxw,435000000
-iiTyYDjrKgST3hiYP9KUQ42BM9KxUBnA14yjXZNPbE,VhAjfNkXZaa37-fg4VKop_m3l-ClRz80g9v4Q8TcQqw,3042500000
LlLe340OW5DHR1Nrs1i-9-md09R0pvXbcQSK-GcGxZ4,ViJwoDT0_yDtK621O6ahfXjAiQphdm9La9E-jIzK908,1303750000
47xGmSGVVhiBnlyKORUHwR5lFYgfXtX_xOxUuVn7ZZs,Vl9k5n15Ny-vs5cCvRoLgxDQ_cAilHuT6rl21kzeNDk,1043750000
nAvqHc2ifG6-O8U51Ht5fvx1BTNGQ-L1ue6jVwlHUY0,VmwW6dxr8d_v750_RupEGpyy-vDgXiARQJvmD_LXcWk,870000000
MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,Vn2liuKMEdV-bUF4_JF0sUdhlol9YgEI2AzboSLG8rg,1086250000
cjTSqSLNYAfQ09pJVQDGdCocpBrjqb6PwbhBbJc4-A8,VnZYl3_XszNryEGMMpjdWSdKC8g7xmC7Hb4jGhrSPP8,435000000
KIKTIu5w9nEB94W1xBAI1dqYRuJofcMqos7VgTqhecE,Vns_z3BFts4SChHVPBd2jPQ7F56INov-kD2aW_HvvK4,2825000000
vAyn6mnxAsGvRYLQpkNWDLC6Lq-0SHZSvFEdPNe3iJQ,Vnyx67istiVsri8WkvCll36cFBXeOGZJIe0WbHMcVBY,587500000
JckL0gGb5prOKo7jOwBPAk7YJHC2plZeEGdVi-YsblU,VpQbuBvi3_PDMH0-_bYnP69cqgC8gwJEwCCHrejHDTE,8928750000
UGm_n-H39zJDxTNnwSfTMCsufjI0nhDAHFEX_JRng74,Vs6Go70n3cZyCiCc31-Nip9YtwACXiFYQw_OzLJTRoc,1086250000
eK90HD3rvvYNzA2sgW_MbYCEvYtUGRAmU6Wpb0qaQw0,Vuv5lDxsXyi3Zrp-R68446Fi3ejSTMzT2LY8AGCjZhg,435000000
5sqfubD1WdH2zrUcdf60uhXTofOjiJBBo3-wvV0z7P8,VvL12awQS6b0QT26S5IMvxwIccKIdU1TM5kSOC7ARUg,1303750000
A2tlbVJlsMMipcjA1ShHBvfkmBx5uG3UF061JRiw_cE,Vwgzh-26rILlPu-hEyBSxzGyQO6AkAjKkA3-ApjhBqw,435000000
vAyn6mnxAsGvRYLQpkNWDLC6Lq-0SHZSvFEdPNe3iJQ,VwigrgSNtu40vzdJaNLd8drTHqwqpC7T8a4e3ZvpPZM,652500000
bX1vTwLZ9syc3S7ynNovsy-1-3Ko66Vc7hGSa-SNU0U,W15G5f75UdZFc6Rvfe_i3n4N21pSear7phy5Ib5mgWs,870000000
vAyn6mnxAsGvRYLQpkNWDLC6Lq-0SHZSvFEdPNe3iJQ,W1sKXgB9gGtzjtUa4-qOzgMiGQrSrRrCW0RMwEt2owM,2390000000
269O3y0wdLVrm1xoAwGkl_qc_q6lV_0DPge6sI43TXM,W2EXrnis_hawz4phDg4i1YO60c64H8pxFo4zcoiv1e4,1086250000
f3Tb3tt5Ea2rfnopyOqMzE7696NxEaBmZTd2eE3Xrvw,W4Qihf6FWMAOyVoszR8A5GFFGZtH21t2d2jt7RM61fk,2172500000
GBTt6TFAM1-jKB98FkYHi2sncalk7Misv4ihbvl_CKw,W5u9w4hvZ2ydjRdqRmST1kqOIxsmbOhIhpIPrXIBDvo,435000000
gvNpPcsDbFvF-Wn-BymQLb3CbGYmh4L_8F2jp9QM7oQ,W67Fr1yvWljIueZ8PQA1BxJeyRdnqM6yve5Doxcvmj0,1477500000
ym6oz_dHstIl56t0TPsHpaw6Iusr4w99QxAvJG5zGtA,W6Nut-rdpPESXgx5U_CMMl5__yYsaQwwaSp7QjCLDQo,652500000
uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,W6vzvpgq51nDrlow7DTMNMZIcJnDPhsqaROln0sv6xY,652500000
ghGftRJ6mcBSqL1g9b4DIfqs4tbD4CuDXtAZaYRSzDs,WCYAeie2TZ6lXPllsbOnXiQ8dTIMC0cwRnNPs_Co3P0,435000000
lvjwq6Li6CBACaV7Wn8LLIj72XMMBNwZHPei9Sit2dQ,WETdnTz6SaN3HTXIi550GOZh4tVW3pHHaTqXXQLD8b4,4302500000
4PgmZnQ_yMpvZKDB-J2whECmHadqSMCDhiTJ2JmPWIo,WGm4CbphxJ_2GF_O2gun_AfbcjbNEn9-gN6wxcmOCOs,1086250000
OUddDM0DVbGuKgdqb0K1gX42aOw9-tXpqbCwU2HsYnI,WLW4XWcRY-daNrJ8N1O3fYJAzx5L3HfIGmNE88VKyj4,522500000
T0EdDRDngav9ovQFkgOxp5jh_ZyRF53_Mvzex-wKs4I,WRNfBJGFw1DWgZ3B2rH-1EKVSru6cOQX4hgAxRyTlgM,4367500000
b8FjTeLN55rWw9M-Vt6fpUhD1OMsXbdD8g2ta2L9Woo,WSYCaW5Thq0_c6XEHsqo5GhZp6e_wz6xAUGMvBkj-v0,1303750000
tVUJkW50adLrdfpL_qlgH4oo_4Hzsr-gTykWo-WfugU,WTaVafj4_2MvgcAlU-17nFgeBM5Gnnad-Vx8N6ZNiFM,3207500000
BZL3xWpQPPupW4JIKjjxfiImkRAUl7HEqPTb3DMZjxE,WU0c28fRXBxu-GBud9AbBIa_3ipyCJ_1sJFIKEftXu4,6366250000
bWy72esjl9K16X-P4v3fha-R99uKpxA4fi0nGpttStA,WU9515LpOveMbNc4cuPY-kLYtsRMJ-xkEDRBWNt4TzU,1086250000
_7sJJJ9ea5h7-6ge9OXgqpizgIj9Mocv1dzI-b2aJW8,WUhc_XGc41se4nzIRfgWSBRUA3lJgR6xZIzAF3qwhs8,1521250000
_hUBKXfHmGQ5WY8zZtaUCwOG6dTx-h7xx0rmtW3NqZI,WWPPHYYIkF7dJkaWJXZ-GTgX959gNjwVnz57jlSCKUc,3911250000
S4gDRJrL1l7Z_C64DjY4G4khxTiQF_HCDh5zllDkO6I,WYOfvmfHWVifuFutbpINSrUNrRFrUZsFa3NvFTS4s_4,435000000
XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,W_32lND2XuJURFhca5Rf3yp7AJeYYuP19C979SvWdjo,1086250000
osZP4D9cqeDvbVFBaEfjIxwc1QLIvRxUBRAxDIX9je8,WaaYwYKby7Mtg19k405hdFMZRFkKu94i_cGdE58sb10,435000000
-RlCrWmyn9OaJ86tsr5qhmFRc0h5ovT5xjKQwySGZy0,WbXQqfLeBTUOCwlxI97vem2hk3N1WCN4MAMIzMOgm_U,435000000
JiXiLwTXFXP0hdfL3gyIV960D4sTC1Bk_KUO1P1-jv4,Wbu7imPqmXRYu3AlypcLTOMxw4uflr7QuL_fL6Rzsro,652500000
PknxsIAYcyz0bgHOpH8W_IjDFBUYBLjvXezEDN_mze0,WcYa5IaxeOWNTbUazvTyjuiuAMntT-9adDoss376zYA,435000000
-14ZDlxWLcg2X34LMJZ-yFlaQF8ZVqsFf27Ajcd7mXQ,Wd60ra4IoGxoC87uaaufnzn4Nnl2cn8k7bHXzdJHXSA,435000000
YcPEBPK-oS5IUxtVgICcl3DdfhfVJfui5LkBss805SQ,Wdm135N2EycP5QOR5kzTZQcHXfaNO5xbxYvmgOcK4Z8,1738750000
INdAaOnxtaAPOPKzn5A8-x-rtaoWvkBjMHMEdjRUj6s,Wdx0DXx5mbiMQM9yVM3JkvwOE0kbd8MiDEFd2iP5JLw,652500000
vt8-HvjzX-XHuZFgR1tFFDE1cYGZnh0U4qM0aTFjBHE,WgeHnT_ToQedwTEw-RMYou9Bj1Sc8W6OjCGyrqxyq90,6996250000
d9q33Ok5PaiLy18AaBlqSyHMd2wRjwQOAy0vTosqCxQ,WgflQgEWr9P6yJ44Wj6IZNn8USXRlsFtaD_YlEHDO6k,5475000000
fD5A1ki_bDGt-FjVvOPHPZ1ylDAQo4zCp9LIOD9VCWk,WgwfRdtEpy1EUOjUpK1SR7zwWIP3US9mO1835yBUENI,5648750000
uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,WmWRmkUDo9HV_Zebj9lbuq8Whh2T9uIVR4WcUotN6YI,652500000
mCMCx8cHO99Vq7GsLHU8aXGtnpoZ7MX71iFOXGYScg8,WnlxCuW64Rlztdy1QuIAuTqRYk2IFv9T2tucjkldXyE,1086250000
7p90oVDWv8euAJsHHuz8tVw9OBrQdIB8qrOn5YEjiVc,Wq68Db-AD44Gsim4AliJQOqTMwzbgIxFAx8TzZb37hc,1086250000
w_dXSRqIUrIFn8QVRXuiQ25-5qKGDFNliIztzCa8PMY,WqJ0ApR88DEcdsZmaO3nKNHD_a41ms4wi38w2eFE-8g,891250000
OUUyqSaJyEoxcfNyiDmYVA68In-4xmIyk7AeW09zc-E,WqWR0BMYr4F3uMJKdmELEmJOWbRPPPBCnfTWKMc69UE,652500000
J2AARe8Jzi2ttgjDWAtHLXgdd93psesyRUuvg-LN2tg,Wsg5-koOAcl-_jfwB0ZQ-phkvFzHjn2afUuMAyysxag,2607500000
_7sJJJ9ea5h7-6ge9OXgqpizgIj9Mocv1dzI-b2aJW8,WvGQmZYSYU77gv8qFPZIQsPnzkmsjaRoQ8S1x8fTh4M,4128750000
YpujpAhHCPkyw9L1yxAYoJD-SQgqLfuZtLZfFWihmEo,WvbhPqUUADehhuWLwaxXZLKsyagU8PolR6IpUE7NH4M,4128750000
j127k2eHqmnki8NhKFT4wl8EPhwHETfmVpfV-yITI_8,WyJhNArRGFrkchItDFifZyx5t5J5z9Taio8eD4fcDEw,1303750000
nAvqHc2ifG6-O8U51Ht5fvx1BTNGQ-L1ue6jVwlHUY0,X-BcwQlJgycJQ2ncpGR76sqXvqyDBPxfwYqvI9DH4z8,435000000
D3ptaecv8R0f1KsOmzXids-LRfkdOsxir7v6hOigHGQ,X2Yln8TO5aP_UenCKCk4DPurgsN5v7hUHIAJLbl3gJ0,652500000
f_EcJ8tYOFYjBMCIi-dlmzg8AiWZ2hELrXRFWPKCv9I,X3K5_yfwfP4JsM0nMxnU5A3pdbASJyGWl2ijnr7Ro9s,435000000
cfUh77oKJiuJW6wbAb999RkN-lMKvX00PL0KKbvIz-0,X4150j8Zm05MVcocw1T9cQigQWPOTt8yVfxTKqp4pZ4,870000000
Htqc__0gjHOa02RFS2vW14e76g4KVanYjhV-WzxAMIQ,X5ktyL3WpRrzh_lFK5WwRS1hh24BxrIN6_-o0G5bIjY,1086250000
jDdK_PVoWDlBGufV-6gIsZnrnGmOOsR-8AIHulRsohw,X6UQLZKZJH1GwUI1-t0jzZjA4BmPbrTJ9mxl2XX7FNE,435000000
LY89WeNXvTn_NFT-KVV6HPcPVB5qpSq1ug25TScwlq0,X6VS1l1S0NziDwF5fobaaAvDFiR1rlEaDJ_VMuMO4K0,435000000
6pvf3eCf70M1QrgXMt78ZCYPNsBOG4kvWijh0Q2KOCQ,XA-uzz9LsmTxhWWZKb29Sxblq6koE3wWSlJC7oBOPqA,1303750000
N3i66WZpJVNLtgLJ9-VmhK1QcQa964jIPJkPD_9BTOQ,XC0NKY6MZBFORSWySc6iZXnRLjPV13QuWTLmeFceA6w,435000000
oHl168xaaIWAi53qY8G0Y4EbwXe41Dix0LbdvcdvLvw,XCaDjo3Yj9A9i5IQpwNOtwnaLO5MLNnLp-Qe-NuOpNA,1303750000
_OSahxSTffKInVAhPFi1LcLpU41TniKmIdFDZ2ZmI-g,XClnpZl20UbI6Oa4GVeQ9z2-DbctIKhOr2IRwSpjVxs,652500000
jpPWBpBN9amvVPjP_v5XlnEu7U8TAaTqPlJ2cbREe4U,XDB8ElROL5jLJLv_u6LMG3sjWYvw8Kt4ML4D49l3gIA,435000000
oULZ-a6hi4a0mhbN-AaqEWHzyOMY4ghIxfCIA_F44ns,XDVPR8EiaKKD-4NZxNZZWNgq0l2gvFkScA1W6Em1cCU,435000000
zmd1qJpwEpXH-fVUZj-_rl1SWUg3S7_m6Yyq6Ch0dxw,XDspK8-niEKEpAqWdWXcX00ehaAiaSLLkA52wNOGpWg,4410000000
Jw-8FZNff6w2ijZihHat48DCyLgtA2up_V6frPX_NL4,XFPVKY-Eno3vfmJUfqyjXcPhL9SBFOMssrjq4K13BW0,435000000
SPBqEhHPEitm3lcLwepcXRHEbRCW82G3juwR99rK5I8,XFnS3GwBDGhkhxO0oa5ATkIQaxLL1Qlblb5FJoq8688,738750000
J2AARe8Jzi2ttgjDWAtHLXgdd93psesyRUuvg-LN2tg,XGd2b25paDC3R2O6sX9ipiazYu_GDUUfir7bFOWqLfY,696250000
TlZUBXVaCY5mvVX4IUjFR3FcMhkmnTAWikzuWlAc5_M,XKnNrtIcqsY4M7xeO0pRl1o0ZWIW6FB-vVagj0fFSW4,435000000
KD0xmG2U1kjkkaPZNCZQSirZOSnxKV0OoBSXsUgA_6s,XKzrc6VRB8H9cGIM4Y7aNq3xo9-dg_mLjVj5wqHJQ8A,1303750000
Jw-8FZNff6w2ijZihHat48DCyLgtA2up_V6frPX_NL4,XLALc_ln05h670h_sKh1NF2hrh6iHRfjL8iMcP1AytE,870000000
Z8tMmVTR-BGk9jqRwXb1_i_1Fb4xEBs4w8-1KdkAoHQ,XLj4Exu2WZcmBEUDRfHiAKspRWczJfE2kCEHN8eJiJQ,1086250000
QPDA0lbbp9r4QAdJiFIEjLuLcTnqIKJKY2MEuCZ_4Fc,XOXxc-49xz_ElNmMed58mmEn-rn-yFEDYhEsDsPKAwg,5431250000
8kmjGxbITBZLAAoUmkmFWE3GiU1-qZTMA53ffCw_D-w,XRnnbGKpkEojm-P8A42OVGzgFNuVUL0TxoKz_jFCTEs,8612500000
INdAaOnxtaAPOPKzn5A8-x-rtaoWvkBjMHMEdjRUj6s,XS05TZZNNl4P5TY8jnlCQ_SYbMdPgYRlRBZFgkD57nk,2390000000
gvNpPcsDbFvF-Wn-BymQLb3CbGYmh4L_8F2jp9QM7oQ,XSe7R458_xrcEK_Mfk8BuBzCgknPuiguiZNxFfBpLHw,1086250000
6pvf3eCf70M1QrgXMt78ZCYPNsBOG4kvWijh0Q2KOCQ,XTTqXu2q2bmvDjn0c-rM2y2amHw2FJW_q1-mcLPY6WM,435000000
MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,XX4ssz8MKbXvbVXhBRl84TWDDwkkme96lMkjpL7IpXs,31743750000
TYHjq5FHwQnRqbZkLTb7mDemLIb-x3FP-rOv-0YXNwQ,XXSInpM33CznOAmGU6WelQRgYYtu9L6SnWHG7U4l0f8,435000000
ZnOlQXC0GUlWB7X7arG7DGho3HVEhp70B6qP62N_IF4,XYJBVkEr6sus7X0rMGKLGZHSBCbD_lwL8akh3l2gQtc,2172500000
-qFD1MII0PtppZqaeqqniDS8taYZp9Kw84amFDHAB-Q,XYZAnMpNhYzNS8ivggacbwdsrZQfEIkdH0hnk5DkxT0,3042500000
N3i66WZpJVNLtgLJ9-VmhK1QcQa964jIPJkPD_9BTOQ,Xad-S0w0mCpdt03Vb8XXF7fiGbutVLi5fjtRgTgszvs,4997500000
sgwcpaMBBy1St_I-sczkueEREOuDTt74JAOBE4mHFCw,Xc7kKDCjjo6sARDFmukEnptDYyrdv3NrlYzcbPCsAEc,13296250000
YcPEBPK-oS5IUxtVgICcl3DdfhfVJfui5LkBss805SQ,Xce1uGpfkc4owUV6gPQJuJ1xhRu4s_108iVDBDkHIN0,1956250000
S2xQ27SgYls7lr2T-OvXle0giV6lFZnsWoYmxldttw4,XcqF-URmvw2QvBMuMtUNyN5YSmI0jLKmAga2C1ewd2o,2172500000
vfbxK5qdcmf_3419fz6WSFaM6HBSAQDG7V6ZEdrBUQ8,XdQw48lz9-FXbJRahAmaXRtWQpiAwMDRVTtVJtUVtQ8,1477500000
QGLLO6zhAHMzZ3j8WnZFJA6DA1S9nICQ1oEd9HmWRqM,XhKJgvxnGhwPnUrDWOqJiyReOAZFZIo1E-hgrSWgqFc,1086250000
_OSahxSTffKInVAhPFi1LcLpU41TniKmIdFDZ2ZmI-g,XimnXSsEL6Rp1A250ud6_EHHF0l4OkGcllpQWrDbRck,435000000
MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,Xluoif6AFd9cnmNXC8QcTJoM9fkTmhQoSDQiA-wRt9g,652500000
JckL0gGb5prOKo7jOwBPAk7YJHC2plZeEGdVi-YsblU,XlwJb4O-JsfND7jFY54txfKazK0-YfrFQhDuvwp5mFM,522500000
a-s4o4rNJzG_Wcwg0cVRsOYIVkXmGyIgc7NzMyr1H70,Xvwu-q4DQc5S1SffwcpRhgNTOwrGysExj64ViRf1ato,3258750000
FohHo9KFh_Iile__M70tRJYLrVgdmUgcnBYaLXdL5Rc,XwUUxRXbWz8eEABzwtyIMn8RDBEO57oG0hGpKck1ILQ,435000000
BZL3xWpQPPupW4JIKjjxfiImkRAUl7HEqPTb3DMZjxE,Xx9kUZMU2xlks28JOXlpbHS5U4CLcvIG18TJsrbZUj8,435000000
ehsTBLZY2uQnj4KD9zBBPVFleNa3QMxpbc0EdglEEW0,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,15360000000
YcPEBPK-oS5IUxtVgICcl3DdfhfVJfui5LkBss805SQ,XxSZafc6u8wDuv6Ta-OwAU3Q28m0nNzzca_H6SpN4Tg,565000000
TJbHG2vQJV2gif_feeMZJuB9GiZjkHzjzI5G0STm6eM,Xzrz_iubrmiw4YfUieMseC3JyyK13Eh0t5lCCwYRJz0,1738750000
q-3i2vtbri8KNNRNQtc8WWQO-ObaTmqrXttHpN7Izgk,Y0MsJOdL38QubDS55oUZx5A4xyP1OfKbar66cf_GkrY,1521250000
Znv2u5mU0jGQuQLaC_Va8Hallz6bvI_qRKU3lAjTurs,Y2DV_bTrYzQPvqFIWu0KBXcPH_mpLkS_McYgRzNAfVA,435000000
8kmjGxbITBZLAAoUmkmFWE3GiU1-qZTMA53ffCw_D-w,Y3IC1p_T7W--BS0fltvTEvXaw92og7WlfOZ6XTz-uk8,652500000
OtXnAB1qGr4RLi5uL1Wif5rR9WnQk3upElaVoKpQBOk,Y4zO0ksoYMBm8iVBbBHQgDtJQ2lz1hzlXYpzEcK33LY,870000000
Ms8uQa1XZIYbdMQA26ZHS3hnO5nBoC6G3xvrxDuJ7dw,Y5uoswBP4BBJH_sfRTE9Z4AjnoIh6ZH62HGOhFUU9Zo,1303750000
Jw-8FZNff6w2ijZihHat48DCyLgtA2up_V6frPX_NL4,Y8KolC6ofxgiOO1LQ2_NlecUrsGTPXMVj388Jyw_D-0,3693750000
W9VN2kEtytpzj0wn-izbIbUE2yx9bvQ8_ftMyBOx_I0,Y98tbm7HRswpXdrbBI03-JZezjIMUwHG2dw7rQ0KpX0,587500000
P6giG-7b5Asb0S_Xx1rdNlyAOnCIxpo_5zJ_OxsSTFo,YA95fzM-ZzgxcFPzVhB0F30GOCn0CCkJ11DSroX7wmk,1303750000
P6giG-7b5Asb0S_Xx1rdNlyAOnCIxpo_5zJ_OxsSTFo,YDBgGhhVhn9uqv2ZftQpsnxek4ZN_YI8C0cZELl7zEs,1086250000
_hUBKXfHmGQ5WY8zZtaUCwOG6dTx-h7xx0rmtW3NqZI,YEy2Y1Vgt3ASVKG2cjVsPfpkJ1o3KYmhIFVLVFJdtJk,7026250000
