delegateAddress,gatewayAddress,delegateStake
TDsb87pM3s3em7oRXoTyClq7LpNZMLPdsQTS83aAYSU,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,3042500000
TE0zVR32RF5qFAO8K50-pEivZpM_s35HK-dex-5d-IU,h87HVSyMj3jab9GwOYQd2ZYVARcF5EJTUuXHybD_E3E,8277500000
TEHjbg0NBCTOx49dbFOyL7v-ljT3LykMtsG4lGEfERs,ivmQI0ccIeVEQ7mXsgW2-3NCMxq9Wu_CxBcc96m0-qA,8472500000
TFdfryFsvtXeoMUN-r__LpD-kdujVt6VYvUpX04J9bI,ZNsUG7VnUdL8-jAChetRPbGwfwD4RFDU1_jA0bsFzLc,456250000
TG7R-Q2I5temOpkJku3ormhd562xxXawiG2CCXpJUNc,MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,2172500000
TGeVY65dd7xvjzUhYe55nQneo2Z_YgFOpu638ZW05fw,llpFQs81WBNqU5q7PDUnkkyzgMXtCOcqyL1nTvjKngc,435000000
TJWzyf1ZY81Q4C0r2uU0n_IX9agjfz_yMcOs0pnZ5d4,BFHYPcc5DmqQMp8OsdiMK_AFy7eNBVnUwNbQHs8e_Pk,456250000
TKFL260eSEEp5FmrQHs-Ipsz861cUplbjzZrq4Cx1xY,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,435000000
TMm82PmimRjjsCCTTOIjytFL_vpb6VvrY4BrAyZWZgw,SzKVrTQxkKnjR7vElct7Wn7FyVk1X8KBHRrdtiW7sLs,435000000
TR4gSfwoFyOK5UeE-_1ClxxbT8w3K3ZBT7IxUsitmTM,3RD-ifJlte3mXlRU9ZpoUGM6EAii1EQlavBrJ79jEeU,1086250000
TS8x0i9iRDVTDpi9C_c5uYOqFWU5SvIcnW22C6XNtrw,E_hgifj1VUdbYb81YwlMBluQjYV_vJZGvGvdPQG64z4,652500000
TUDCcSMP494JwXtHTYSG7zMyX7SYhqSlbcmnFD-q6PE,jrXpso-cLOsuclJM3kwLrSY-X8MbfBNMs0AJbqVIKgU,8472500000
TVCveqB1F51fP8lFUAKk8kWGAebgLYMSvPm6Wp1MIyo,lPNnW6NKj2rhgmR80_hVdWlnde6hne4PFUmdAuwVN0U,652500000
TW9j7GDrvIoPhgDXRcc09VHOKWkx_dFuaNDIvcgfX9w,9Rya3y64lWHKAbbFYmSo_Fw1rKlagKOWoZ2Qvl1ENrQ,2303750000
TaKhc8xDZmPt4nQubRPTzgNCt8U7TweJllko43Ohrkg,vre10i-34tcT2vRXq6YV8lCF_q9dHhK7i4Oc26lBzvc,2390000000
Tbun4iRRQW93gUiSAmTmZJ2PGI-_yYaXsX69ETgzSRE,TEHjbg0NBCTOx49dbFOyL7v-ljT3LykMtsG4lGEfERs,435000000
TdJFEtqWSlcCQeyTC5dcHvljVX2nokrjfK_szsXDzjY,ty5YtynhdixPERscueTiOl1KA4Y69HNrAaJ2H_2sBh8,652500000
TdKJsEZLg9w1ecKUVGUn7ep-3SJn9h2wz2HNyV79KD8,l5wmMZJv6cXuJxlvjf6RkErudcWQfosBc7b5Gx7gCsU,652500000
TeWsA2tuo4aFnhWy-ZiP5t2FYXLisp3s4KagrX9LXEI,W-is11Lhz1V666jC8xkmxZxTRdFnSzkbvHc1NNsM878,435000000
Th7VysYPJEzvWynOLVKzDovDkJ1SFF7oON4obKzEq7U,_oRyRg0Iq0FDnXZCwdMM2eFdcjytN0LDdVmQ-D8fju0,4128750000
TiHgaz_pRajTeYRVs8hE8Res5-2UArYR-PN0IHuOl-Q,2nCW-odXbd_59p0rFdKHdHibCD7bGsmNShvVCC6swYg,652500000
Tj9-KlNBnHc3bJ0qokGFguvHzt_gK2I3Qx2jGbxGqtA,ty5YtynhdixPERscueTiOl1KA4Y69HNrAaJ2H_2sBh8,6845000000
TlHeGb96SZPjbcLfbWkOfFnWRe5Ja-gUOxq9CzVuoYs,ivmQI0ccIeVEQ7mXsgW2-3NCMxq9Wu_CxBcc96m0-qA,1303750000
TlJiVMnNkba8yLNWPFM5j-y1nsg5YyAnqtT6Swou_x0,TlZUBXVaCY5mvVX4IUjFR3FcMhkmnTAWikzuWlAc5_M,652500000
TlbUyv0lk4kWHDeUJbNeS56zNdo4sPSIY7zZ9gMk7vA,IfRB126OA-VgcriyUZggYY1_X4xVQfSFcit_jH-7GP0,870000000
Totl7Il9Lc3X0ekKtF1DUntJSE7uwrlOAM7-ja-q2TE,lYYl7-mGPli0bKFKdzEZdmkDswcvMSskG5bjRV5nq_Y,652500000
Tpba8XVwMgKWDdhJSPytkStpSXO8qD5La_riDP9Ol4s,arn_Hkv7mwX1HALJktsiaYg_bXc5aBeddicvVf6pla4,652500000
TqsBLwPdNO3CWdltZopav0NP4Pak7XcWh0gEG_mNIIQ,iyCclzxNP5pWKCynz0hBZHyxDcdGt_h6F2QX457jVxk,565000000
Ts0bC9s0_G78RQxAQ0PPlUyo-B3WAw3PnnX_89MdjI8,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,1303750000
Tu9oFPyOf99k9IJzpOsYql5NoU1qE1-9Ou9nKckuSio,TYHjq5FHwQnRqbZkLTb7mDemLIb-x3FP-rOv-0YXNwQ,1391250000
TuD_KLDqt2p26uEsR9E0ylmYRYZ5_6J1mbVVJ03fBJc,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,1086250000
Tv6t7PrKQaylfRPqu-ZDNB2XuVybB5aLNrKKE6EAIo8,RQbIsdPpKShzE_juXB4e0YL2b_AGCieF2tKh2uUWg7M,435000000
TxtmFAdvSJxD02qf9C3jdNjuWm9rZp8Xq2-Xo4lBDPc,WD2M7uCkX_5wrgR1FntjAkU1iyZQ5ssIhAfeosPhmFw,652500000
TybfZ0RF2Q6-cNsJdUwDJ4OjiN7HwNoLDKIA_IG3Q9I,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,2172500000
U-ky84rtpW5rRe2QgnhgWAwSQwSS1N0ZiKCyyubPjYs,tncUYUIOfIib-izqoGbVVO12LiZTjzh6YQYNenD2kH0,1303750000
U11KkESXwDSdu3YSyClwWpUeEXDtERbKbvbmAHbbfSE,KwA-r59R73NDZTKaJmjvk2B4dP2RrtOrmy9RjKH1w6M,435000000
U48YnpQbGBYGp4EzWxNpM8F-4QQMokwS9e7O0FQT9zw,WEbn8SoCyjiRBEoV2JMV_F9SjW2aICHbBxVnJfyshb4,1086250000
U57KzkZ-cJJn5wklnGzdVbYP_qUkqpoWqMSfklZ4S9U,WDx-EOdYCZIHwlRGiy34w8_DChRmLeiS6XJ-3RKyL2k,1086250000
U5Ly0R-7TyxfBhVdItMl0cv9T8mDR124Rw8db6jIM2U,tsfe-wxLH9Pj3FOdSrw9vgvmlRzNigl8TvxJuB7IZ9U,608750000
UA-cJ41FUZDW4AFBTMrjtFbY-0gWibE3EskQWmMEXK8,F3_DMBJqgFJig5NqnKWKw3krNdk1bifNdyacdZ3QMac,652500000
UCOMT5RuH09k_iH1BHVxZvSSRjWRVM9kFtog5QFA6bQ,1DkiG-bX-EnXBHtIYnBPLHXLLUQtTZiw9qgMgRrnahA,2846250000
UCzh5BWlNp1cT1eZQjNFBTk5QAjxtiMz4wiceSpKtus,1OzkH57YIxDhSjE1h1hgQRyyLcg776GMtxf5IrZNRPA,1303750000
UH-Wf5-0ZUnQAxZEOt6kpVblLFdHAnlBINrM4k7FT28,gLQ1no4xBR9H2hzw7F4fYVA7VI_Z5phiB1t0ZKIH2Go,782500000
UJFUi3Bxf1vVRAsQVpN7rGbRkseMR5suEhDX9EjFw-A,Ie2wEEUDKoU26c7IuckHNn3vMFdNQnMvfPBrFzAb3NA,1086250000
UJpPFlDHd23suOPz0tGbxEltTyiEE0b0snapjkHGF98,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,2390000000
UMB_9L0MGfqNknws6II_-derghCa4uw6eG0-6Llww7k,w_dXSRqIUrIFn8QVRXuiQ25-5qKGDFNliIztzCa8PMY,435000000
UO7LVO5gOUGco9Eq4n-RAv7HK7aHKjkhbMVUZzAeVII,qhjZBMNa8EDTb8WaZwJ9vwVgiFbX9VmVmd7S7x80-BI,435000000
UOkBuffFmidrj8fP4-g2dj3Jxz8pljlEcZ0NVuLSkM0,hwix8tvuOHBAhsuBfE_cV8UrG8FPmtOyc3jTko0aSaU,2390000000
UPkyPHJ1GPjDAueI9W19ToIgoqQwWhJgpfGasJl2lck,rHZLhdsXk8NOepTZwNwcBKq_vO3nSpG9kMAqoVZpJZ0,435000000
URXG1xf2NSPtqDN-v1fgYM3Ha62gMjpRjTdHUmskib0,FJYmjg6e3_cZrJO6aUu0PPXfz51-ItpYHer9qIcdrBw,1782500000
URwhunkVferACw_XEtJGHQmTg0d1VfvkK7-I5Ozx68s,7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,11610000000
URyfi4TuOtR2gGrlc61_SYGPFytMERa-fHjU_yZfN4I,1LUv6R9jUc7_eqhyOAnPjevurdO5tRqAAUGTdd57yrw,3042500000
USa7aGLRd1RqmzT_2xUSR1SJGl5CLVID9BxyX-awXCE,h87HVSyMj3jab9GwOYQd2ZYVARcF5EJTUuXHybD_E3E,761250000
UTLW_VZMLJVoGw85d06v8sV2FdDhnCmQdL2PPsywCv4,TEHjbg0NBCTOx49dbFOyL7v-ljT3LykMtsG4lGEfERs,3911250000
UZaIcM5KqjH-gjqYVgxjeXVakizEXlCdxJMe0qRWLaY,5wseWFMo4M1BsCJ_lxIU1bbLH7vMTL-SImx_x7eeCYM,2825000000
U_6bCOStq4FQYIoPnxdI4WNgOMUqGBZ6qX82QWIQ-xk,L3E3GUG2jN4Lpp64w45e7JWGKxY4dZ3GHSNWdL5ElxI,4345000000
UaPLMv5_k7DOPbv8_8_Q6SkfsiLZNbVreoT9h-FDDt4,BAQYHfwzlL5Fd1w8-fr2Iu0DMUzbgjwV-EM9fTP1Oeg,761250000
UbrbZlSI5oqBv3zmtc68h25RUvxPR-0PYZhyl9NVrCo,f_EcJ8tYOFYjBMCIi-dlmzg8AiWZ2hELrXRFWPKCv9I,435000000
UcZso2ytHA4nCIfAWP-inCDmYYiFq9evzwduxxBGZ0c,3dTBoAtr9RA0DhNihHvcbInbsMO9nKscXyXarQ82uEM,1086250000
UcrJ5GGhQmHx9znjF_UHl6sVkEW_jcysRYKDFu7ZHj4,UejpsMGr8KfrhgSw4WSjC7Wq3fi2a_IHQA12WsRIXgI,543750000
Ug7lzGgHyewd8NyKMVUcT0SewE7VAA5rqR2KeEmtfDo,h0YJJPy3KbX368O7OzF5VgNPUYK6gYnjBDVSjxXa56U,435000000
UgQCAI3owBqL9Qq6gxFvaFVLFD12anANsclSTp2kNvs,cSSmABifu5RIRONaQwhE4ZfKhIkV8TKE3Jh21L8aq0c,652500000
Ujz8r5gVW1VjcScvLZBu1hWb9XdzP5l_ZlY3uq1e9QU,WDx-EOdYCZIHwlRGiy34w8_DChRmLeiS6XJ-3RKyL2k,435000000
Ul6L-RndReVmpWuVTX0HNTalbia6OZ73pXr9oF1_nBc,6_VgeTao81VT-skokWhOufqplGGSE9pAod4vtxM91SA,2390000000
UlYW3hfufGHhv1B5AMmTgHDAV-FLBc6x3vf71fcmIiQ,BAQYHfwzlL5Fd1w8-fr2Iu0DMUzbgjwV-EM9fTP1Oeg,150000000000
Um5HzhfWEvlMbQ5vHKIH7gST03oNKb1ZFz1rhsyBGH0,gLQ1no4xBR9H2hzw7F4fYVA7VI_Z5phiB1t0ZKIH2Go,2825000000
UrZ7-TOU91dNlgzGi4wgo73SwOfF7BwCZ1IIeW1ADok,arn_Hkv7mwX1HALJktsiaYg_bXc5aBeddicvVf6pla4,652500000
Uvt77Lp8V2-izKbMgOSJ9nY89u2GF0rBh4OVawZ4jaQ,Wonn3S1gh2YViGk8UCrA2wqD4qcv8Od2llFLUuPpFLc,1608750000
Uw_T1FwRo687cAPws71ZwfeAfFytLXHeMcma2UC1NPs,rHZLhdsXk8NOepTZwNwcBKq_vO3nSpG9kMAqoVZpJZ0,3258750000
UwyVQbt1dwXmYR-QUztiawKIqZ5DMLB69BQUD2WEMck,LSKZ5taMANhACaEHwlY_gzlltF_PwRI3AgAPMLNw5JE,652500000
Ux3xsMaJaU0r5FonPsdX_Ol72exxb1y2snr1g6ht7v4,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,1086250000
Uy2XZ7P7F4zBllF5uPdd1ih9jiQrIGvD3X8L13cc5_s,NrE-g7b_WCSTLNRwJXouBsPWxwXFtF4-lyg5a8Enq8w,7170000000
UzfQWy6jzPIr8-U4w24UdyzkWF_g_Y7eXAtrPj08LSA,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,3693750000
V0CQgl75azF4ERf90cz43tvhkRpJJdXuu7hhrDQL23Q,vzrsUNMg17WFPmh73xZguPbn_cZzqnef3btvmn6-YDk,435000000
V0m-M74lLR8VdgaBqhH2lkU1VaDG_sfBueA0eE9wqaI,sgwcpaMBBy1St_I-sczkueEREOuDTt74JAOBE4mHFCw,870000000
V4zoSBfFYdot69OxamEAk2oIuJx28htfDBiE8YIJg7I,BFHYPcc5DmqQMp8OsdiMK_AFy7eNBVnUwNbQHs8e_Pk,435000000
V6Rpvy0PTPxP84t6Q2DOWDaQ4ehM5_d5kT-G8H-E2Uw,pY1nE1lnn8L_OUKgQnv8H7EvWwCE6AUYtGuTng6l_TI,2716250000
V8uOpPZ_9J5zkoIMQ4QLikGKIu2vO3wrFcUilZ4p-Zo,8y0mX32e2Y_GmGcS59KF4cOmMQZeIu5pSDJ07a7RcbU,2825000000
VA8txkva_HekDDfxVjPOJ3DQ2zIgBMimhUeIM6dxVCk,uVOjyKg5SMzjHjqBz6VVoMi0Fz09ReBhPvNbD8RIFjM,1956250000
VBJ1MzmtU_LAzvVSFmdT3fNpSDXJ0Tf1jEYu3hwcBEg,Ej5lV19G8M0tYlv3Wa3i3PJ_QMaecq4ghbvPedYzEaE,1303750000
VBOlIydx9kdSehJ_vv1jldvpvSGv6svgkr1Yg1ZYnJE,8y0mX32e2Y_GmGcS59KF4cOmMQZeIu5pSDJ07a7RcbU,1890000000
VBrQJZQ-XCLCF4xWmzcmkXFwHJusqmQdL8W82dkUxhc,GY0MysWAv83ANosil942egXtxMxxlAPEiI1LFF5hxjA,17010000000
VDw11Pr2L6Xys9pI-6chkvnd3sK9OX5k8kVCgajDyJw,ntwC3lnxNkMlmJX44_2sMGATfF4kjiRt2HpsOavB70M,2390000000
VFNzsjZQM_e9OmGFq2QGpQsch7chac9tRLWZZ8w6lRY,adJdVInjVz_E8lrKbt6bQppXuauy5da30Q5UNwUIgug,652500000
VGCp8w-xLNm3ra65sgI-lZh3CgPdYmS3rqPs9-87_Bc,TMXcVEAvy2e7cFwd0qMMsoYSjVPYRuNFHj-yxC45Hy0,435000000
VGh6q_na40I89ejjtxR6ijuuIhUu5qAEUvouSn0SCso,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,3396250000
VJVoPv0Kfvt6C8I_5-rAQwz6NNCjCn5_aISdjv-F3dU,SqEQ2UZcI6s4yU8jQMnmxSBmu1XYBg_eHoivzxYljU0,435000000
VKThrokTWUSg7TAhw8oIQEb6whcA_FW8QU4w4DTQdBo,1OzkH57YIxDhSjE1h1hgQRyyLcg776GMtxf5IrZNRPA,1303750000
VN7yrqqdTsNxxIuyVjURI73u2M6VnLh5-eH2TC_BGrQ,PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw,565000000
VNhCHUJ4c3Iq68IQzHWOa9XI-HpWI-ac23dysI9a8PE,9Rya3y64lWHKAbbFYmSo_Fw1rKlagKOWoZ2Qvl1ENrQ,435000000
VSK1P7rqIAzCNju2QXIWwovazNrEImYKiEGd83D3gvM,sgwcpaMBBy1St_I-sczkueEREOuDTt74JAOBE4mHFCw,19768750000
VTIpjSHATVLeuL3Rziy2LKOCaR9NM9gV1kikHzwD8Vw,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,652500000
VWdrZomIHWJ2l-MUiYeQLjsJHWIV8jFD1577NvDNUkk,7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,435000000
VXFldPWaGg7lMWtBSFs_sWAkJ6jImvr7RtsldOAq2sE,TMXcVEAvy2e7cFwd0qMMsoYSjVPYRuNFHj-yxC45Hy0,3693750000
V_SC3mtjzNHO55JuUtMGSXK_i4RL6PriSSyXcOOKhuY,WDx-EOdYCZIHwlRGiy34w8_DChRmLeiS6XJ-3RKyL2k,20465000000
Va2MCFRjXVbah1xYmFLQc6b09YoU77kEBdex4cmvAD4,qOKdOncgYREg1mt5eDeHvh0LZUpReI4FvehkYZ6-mcA,435000000
VcH6sS9dUcQ6mYQgUKwomjKwUYwLN8_j5QyXq85jwmc,vHc_rayu_X2gYzbxRQA6ynn21AHlxd_I8WMW39lLDWs,435000000
VfFsAjGkxp6qVHHNu5QT99NopkoF_v0XGM3daN5g3Qo,vzrsUNMg17WFPmh73xZguPbn_cZzqnef3btvmn6-YDk,6952500000
VfOq4sok_7eLbSzDW2BF6hLksuO_LmlfucTHF5-FMR8,lk2W8J5mj9JDpl22p1WMC05gD7EqWJZbbAgOAswC9xk,565000000
Vg1Io4-qrVkRk58V1iRG7WnIOd3f9LllTYJEsBgYO6M,ivmQI0ccIeVEQ7mXsgW2-3NCMxq9Wu_CxBcc96m0-qA,805000000
Vg9mM2D8K-MQzczsyL8w09gMBlvH19LRvzKOmBgy_ho,lYYl7-mGPli0bKFKdzEZdmkDswcvMSskG5bjRV5nq_Y,6778750000
Vgiu6TZ_oi2wfmV4dKA8P2_qe7Od_c_c5cCu4I7utxw,ZnOlQXC0GUlWB7X7arG7DGho3HVEhp70B6qP62N_IF4,435000000
VhAjfNkXZaa37-fg4VKop_m3l-ClRz80g9v4Q8TcQqw,-RlCrWmyn9OaJ86tsr5qhmFRc0h5ovT5xjKQwySGZy0,3042500000
ViJwoDT0_yDtK621O6ahfXjAiQphdm9La9E-jIzK908,sgwcpaMBBy1St_I-sczkueEREOuDTt74JAOBE4mHFCw,1303750000
Vl9k5n15Ny-vs5cCvRoLgxDQ_cAilHuT6rl21kzeNDk,PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw,1043750000
VmwW6dxr8d_v750_RupEGpyy-vDgXiARQJvmD_LXcWk,s4JPHqCNvdVspEYm_BGd8SIRzVvsj9e4bMFcSnnRG5Q,870000000
Vn2liuKMEdV-bUF4_JF0sUdhlol9YgEI2AzboSLG8rg,qOKdOncgYREg1mt5eDeHvh0LZUpReI4FvehkYZ6-mcA,1086250000
VnZYl3_XszNryEGMMpjdWSdKC8g7xmC7Hb4jGhrSPP8,88TfXbrWazBDxwzZkd2K0zEtmMR9TXMOfYQ-u1WfV2I,435000000
Vns_z3BFts4SChHVPBd2jPQ7F56INov-kD2aW_HvvK4,SCOKnowXkWX27XM84Tk7gEt7mF24Qfdh5J0J4KKPNLY,2825000000
Vnyx67istiVsri8WkvCll36cFBXeOGZJIe0WbHMcVBY,sgwcpaMBBy1St_I-sczkueEREOuDTt74JAOBE4mHFCw,587500000
VpQbuBvi3_PDMH0-_bYnP69cqgC8gwJEwCCHrejHDTE,MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,8928750000
Vs6Go70n3cZyCiCc31-Nip9YtwACXiFYQw_OzLJTRoc,JVTzls8_vGow74rbTILPmFqIYIgvTR67MhwXqHdBBk0,1086250000
Vuv5lDxsXyi3Zrp-R68446Fi3ejSTMzT2LY8AGCjZhg,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,435000000
VvL12awQS6b0QT26S5IMvxwIccKIdU1TM5kSOC7ARUg,jHGSqiQ8IPuPzZLN8ePwO_ddPOz0_C_gauxe-ph3bBU,1303750000
Vwgzh-26rILlPu-hEyBSxzGyQO6AkAjKkA3-ApjhBqw,F3_DMBJqgFJig5NqnKWKw3krNdk1bifNdyacdZ3QMac,435000000
VwigrgSNtu40vzdJaNLd8drTHqwqpC7T8a4e3ZvpPZM,-RlCrWmyn9OaJ86tsr5qhmFRc0h5ovT5xjKQwySGZy0,652500000
W15G5f75UdZFc6Rvfe_i3n4N21pSear7phy5Ib5mgWs,1DkiG-bX-EnXBHtIYnBPLHXLLUQtTZiw9qgMgRrnahA,870000000
W1sKXgB9gGtzjtUa4-qOzgMiGQrSrRrCW0RMwEt2owM,vzrsUNMg17WFPmh73xZguPbn_cZzqnef3btvmn6-YDk,2390000000
W2EXrnis_hawz4phDg4i1YO60c64H8pxFo4zcoiv1e4,adJdVInjVz_E8lrKbt6bQppXuauy5da30Q5UNwUIgug,1086250000
W4Qihf6FWMAOyVoszR8A5GFFGZtH21t2d2jt7RM61fk,WEbn8SoCyjiRBEoV2JMV_F9SjW2aICHbBxVnJfyshb4,2172500000
W5u9w4hvZ2ydjRdqRmST1kqOIxsmbOhIhpIPrXIBDvo,1OzkH57YIxDhSjE1h1hgQRyyLcg776GMtxf5IrZNRPA,435000000
W67Fr1yvWljIueZ8PQA1BxJeyRdnqM6yve5Doxcvmj0,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,1477500000
W6Nut-rdpPESXgx5U_CMMl5__yYsaQwwaSp7QjCLDQo,1H7WZIWhzwTH9FIcnuMqYkTsoyv1OTfGa_amvuYwrgo,652500000
W6vzvpgq51nDrlow7DTMNMZIcJnDPhsqaROln0sv6xY,L3E3GUG2jN4Lpp64w45e7JWGKxY4dZ3GHSNWdL5ElxI,652500000
WCYAeie2TZ6lXPllsbOnXiQ8dTIMC0cwRnNPs_Co3P0,KhX4ymYGPdOgq_5SbDBIHcPj7EI3JMW4xxp60y45zuY,435000000
WETdnTz6SaN3HTXIi550GOZh4tVW3pHHaTqXXQLD8b4,UGm_n-H39zJDxTNnwSfTMCsufjI0nhDAHFEX_JRng74,4302500000
WGm4CbphxJ_2GF_O2gun_AfbcjbNEn9-gN6wxcmOCOs,jrXpso-cLOsuclJM3kwLrSY-X8MbfBNMs0AJbqVIKgU,1086250000
WLW4XWcRY-daNrJ8N1O3fYJAzx5L3HfIGmNE88VKyj4,DEUmufcdFxLrOvtrqA6tclU3WUWdfx7sQyCqL6Tfhzw,522500000
WRNfBJGFw1DWgZ3B2rH-1EKVSru6cOQX4hgAxRyTlgM,vHc_rayu_X2gYzbxRQA6ynn21AHlxd_I8WMW39lLDWs,4367500000
WSYCaW5Thq0_c6XEHsqo5GhZp6e_wz6xAUGMvBkj-v0,YlDY5URaAmLNcg5BfqQHKl6-_tIIuHfp5oPjpaqLX6w,1303750000
WTaVafj4_2MvgcAlU-17nFgeBM5Gnnad-Vx8N6ZNiFM,SPBqEhHPEitm3lcLwepcXRHEbRCW82G3juwR99rK5I8,3207500000
WU0c28fRXBxu-GBud9AbBIa_3ipyCJ_1sJFIKEftXu4,TEHjbg0NBCTOx49dbFOyL7v-ljT3LykMtsG4lGEfERs,6366250000
WU9515LpOveMbNc4cuPY-kLYtsRMJ-xkEDRBWNt4TzU,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,1086250000
WUhc_XGc41se4nzIRfgWSBRUA3lJgR6xZIzAF3qwhs8,PQ8xSukxl8hFgP8wwGQBvCAJpevAmjfNVsH8TORJeEM,1521250000
WWPPHYYIkF7dJkaWJXZ-GTgX959gNjwVnz57jlSCKUc,9Rya3y64lWHKAbbFYmSo_Fw1rKlagKOWoZ2Qvl1ENrQ,3911250000
WYOfvmfHWVifuFutbpINSrUNrRFrUZsFa3NvFTS4s_4,1DkiG-bX-EnXBHtIYnBPLHXLLUQtTZiw9qgMgRrnahA,435000000
W_32lND2XuJURFhca5Rf3yp7AJeYYuP19C979SvWdjo,ZnOlQXC0GUlWB7X7arG7DGho3HVEhp70B6qP62N_IF4,1086250000
WaaYwYKby7Mtg19k405hdFMZRFkKu94i_cGdE58sb10,DubkiWVLcDc1mpE_xlZpnvmjIDbsbjt2pzuFFr_7gs4,435000000
WbXQqfLeBTUOCwlxI97vem2hk3N1WCN4MAMIzMOgm_U,nHTutCF0xhWyEfDZKXEBaOzMQEJ6rd5Y6stAMI4EB_k,435000000
Wbu7imPqmXRYu3AlypcLTOMxw4uflr7QuL_fL6Rzsro,qOKdOncgYREg1mt5eDeHvh0LZUpReI4FvehkYZ6-mcA,652500000
WcYa5IaxeOWNTbUazvTyjuiuAMntT-9adDoss376zYA,oMPYwABoGMcrvLAy1r41ilZD5totu7TGm6JuCkW7bL8,435000000
Wd60ra4IoGxoC87uaaufnzn4Nnl2cn8k7bHXzdJHXSA,3RD-ifJlte3mXlRU9ZpoUGM6EAii1EQlavBrJ79jEeU,435000000
Wdm135N2EycP5QOR5kzTZQcHXfaNO5xbxYvmgOcK4Z8,ZNsUG7VnUdL8-jAChetRPbGwfwD4RFDU1_jA0bsFzLc,1738750000
Wdx0DXx5mbiMQM9yVM3JkvwOE0kbd8MiDEFd2iP5JLw,uAsYw8-vGL6zgyDfImyW2MkiqI8IV2FteK_Fzz-JGWk,652500000
WgeHnT_ToQedwTEw-RMYou9Bj1Sc8W6OjCGyrqxyq90,YZiqI0g53KG0ZKgnoBxRKiA06Hsfa5l9P2hucWi8Res,6996250000
WgflQgEWr9P6yJ44Wj6IZNn8USXRlsFtaD_YlEHDO6k,l5wmMZJv6cXuJxlvjf6RkErudcWQfosBc7b5Gx7gCsU,5475000000
WgwfRdtEpy1EUOjUpK1SR7zwWIP3US9mO1835yBUENI,Hr7TB4EECU0b-1TGUe55bZE374Z6e4FjCu5S-b-KAjk,5648750000
WmWRmkUDo9HV_Zebj9lbuq8Whh2T9uIVR4WcUotN6YI,uVOjyKg5SMzjHjqBz6VVoMi0Fz09ReBhPvNbD8RIFjM,652500000
WnlxCuW64Rlztdy1QuIAuTqRYk2IFv9T2tucjkldXyE,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,1086250000
Wq68Db-AD44Gsim4AliJQOqTMwzbgIxFAx8TzZb37hc,oMPYwABoGMcrvLAy1r41ilZD5totu7TGm6JuCkW7bL8,1086250000
WqJ0ApR88DEcdsZmaO3nKNHD_a41ms4wi38w2eFE-8g,J2AARe8Jzi2ttgjDWAtHLXgdd93psesyRUuvg-LN2tg,891250000
WqWR0BMYr4F3uMJKdmELEmJOWbRPPPBCnfTWKMc69UE,3Gr4shi-MU94pPC1g3vlMPPl39gffOoZwAcJd8UBtcQ,652500000
Wsg5-koOAcl-_jfwB0ZQ-phkvFzHjn2afUuMAyysxag,N64vIXjphKRHrciqRafXleT_dJ_PwgYVa-_kdWy1Xpk,2607500000
WvGQmZYSYU77gv8qFPZIQsPnzkmsjaRoQ8S1x8fTh4M,Ej5lV19G8M0tYlv3Wa3i3PJ_QMaecq4ghbvPedYzEaE,4128750000
WvbhPqUUADehhuWLwaxXZLKsyagU8PolR6IpUE7NH4M,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,4128750000
WyJhNArRGFrkchItDFifZyx5t5J5z9Taio8eD4fcDEw,1DkiG-bX-EnXBHtIYnBPLHXLLUQtTZiw9qgMgRrnahA,1303750000
X-BcwQlJgycJQ2ncpGR76sqXvqyDBPxfwYqvI9DH4z8,ZNsUG7VnUdL8-jAChetRPbGwfwD4RFDU1_jA0bsFzLc,435000000
