delegateAddress,gatewayAddress,delegateStake
9rOR4zdVeykgdeaoAHuxd-gSuv41XdbUu5S7hRpoZ_c,Ie2wEEUDKoU26c7IuckHNn3vMFdNQnMvfPBrFzAb3NA,2390000000
9rvrvdNtI9zd_KEbGWXIBzE6JkTYzxEV4wqfgDq6DIM,s4JPHqCNvdVspEYm_BGd8SIRzVvsj9e4bMFcSnnRG5Q,3258750000
9uq3XJy_QmoQvMRTuOjb3b_4sw1AXqrxuWNTdl0NLhk,WEbn8SoCyjiRBEoV2JMV_F9SjW2aICHbBxVnJfyshb4,2390000000
9vHYzKyA_ZloM-UKImOp9qA-Ozr94JPmNugA8Ro2DpI,mhJeINFvcvoqV7H6AO7I0-jbLhcj4pBUPizJ03sYWts,4997500000
9wmDgHGlkL3WZ31BbqRHZL7tBVULKsotJaOQAEsdmds,wlcEhTQY_qjDKTvTDZsb53aX8wivbOJZKnhLswdueZw,435000000
A-TPjMCXmC59yd5wpLdE8plRudwlQA-DjLjEb6i9wt0,lC5I5rQvGZn36DodBvWiMD_abkprE20p6GgGiZakk9Y,2607500000
A0Aoh_V3NywSaAvBgV83ce1nJW5BY8tfzksC8VBd0EQ,iap-k1HQNUtkDLDooVsjQVg0FAWtudGtVsTSFQ3nn1o,1500000000
A11dYxIRl1RyRKYpnY7DZgYGwLj6JMYDnEqmpooP2nE,vzrsUNMg17WFPmh73xZguPbn_cZzqnef3btvmn6-YDk,435000000
A45c-Xuu9uPSVnXDq3tlz4FijyFhhaZfAIamiGzXHrY,1gQCULHEJg2dryFHqRvqHpy0TYC39xu0Vm6XImGsJn0,435000000
A4skgnIFKJX3nww3LA2AiWM84o1zy7V0vSzFc22aH-s,pqJmLkaXWjgSgsTB2_l5slTdRrx7lgzq1XTc4LRV0l4,4345000000
A542SFYI60unhqqsR3Eur6JzFPMTsVAYAvBkwOsfCfY,4-mp3nYhEFgR9tehIwujKnJjgpe0yiRbGdGgTcbsXAc,435000000
A5HHw0xeyFgkxTYaoax70P1IOfBFICrv566NYuWkoVg,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,435000000
A5nxLUr3TQ-cht7TIPadur7W7lbRYW52qhwBh81uej0,FJYmjg6e3_cZrJO6aUu0PPXfz51-ItpYHer9qIcdrBw,2390000000
A6rU6gIphL8GO_KzWz_WqYkJIO--XiTMBc1KkwRVeO8,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,1086250000
A9EPcxzRQW8q7HxcTO1kieCAw44ZOJJtDeYiOZuul4s,pqJmLkaXWjgSgsTB2_l5slTdRrx7lgzq1XTc4LRV0l4,587500000
AAWlC0DRfuUPHMe5xvpZ123osPMLYBB_Yy1ihUXuTpc,s4JPHqCNvdVspEYm_BGd8SIRzVvsj9e4bMFcSnnRG5Q,435000000
ABOkd_LxT9gibVFVQ6ox02Rv7dYcK-oWZUDYNPeBq0A,nHTutCF0xhWyEfDZKXEBaOzMQEJ6rd5Y6stAMI4EB_k,1738750000
AEITaLnEvXZm-HWO6jujvCwxh0Y99FRhgDDQHt8xrek,1OzkH57YIxDhSjE1h1hgQRyyLcg776GMtxf5IrZNRPA,1086250000
AEgyDWiw6PM9LaO_jcLNRDBPPQPA9VZp42XN4lGDgdE,Y6MvWpH-KGBsdmib83eiorjFHUMhkUV9HspQhT7rsjw,738750000
AEvcfjcsVgCaNdDZ-Rbl51JycN_TmBBlvjOv9PC4r64,adJdVInjVz_E8lrKbt6bQppXuauy5da30Q5UNwUIgug,5866250000
AG471tQJStqBl1ixNgUWDV_BVle_qkccuSlGcMSLmNQ,5wseWFMo4M1BsCJ_lxIU1bbLH7vMTL-SImx_x7eeCYM,435000000
AGk048BHlzJ9vir_pqjSbO_FmdOgx_JSzKA7M7KD-bk,ciQ7RQ8QPPv3bGoMfN2SlYIr0n8ZDLZ7_aDW-hM9pLQ,1086250000
AJJF0V29Dl60f3mKN0BafVUjq8wZrkzxHGM4vPB2lJM,WDx-EOdYCZIHwlRGiy34w8_DChRmLeiS6XJ-3RKyL2k,1521250000
AKk38G0YfJILtqzX6BDhMjkR-mlRUQgyxLwiyvpiZog,WDx-EOdYCZIHwlRGiy34w8_DChRmLeiS6XJ-3RKyL2k,4997500000
AKtWMVlG6y4EGoV-fAeZIaCESB3LkSDqF_SwCajB5G4,hqjcMZ8bEyF7VQBAIOlHRaOMTv8SX9Z_SFRwylxG0SU,435000000
AMpmWcoR1zdLu4uM1EQWA6b8OE2YncJ_lbHqwFq7rPU,TYHjq5FHwQnRqbZkLTb7mDemLIb-x3FP-rOv-0YXNwQ,2607500000
AN-0SRovW3HSWyAzDygeOcZ_UhJQaB4cP60wE-YkTD8,jHGSqiQ8IPuPzZLN8ePwO_ddPOz0_C_gauxe-ph3bBU,652500000
ANPH4Xriw672uimtTtfVZfPj8hG8eqsDliDCs6gQMps,fD5A1ki_bDGt-FjVvOPHPZ1ylDAQo4zCp9LIOD9VCWk,456250000
ASmlSjfxHOqJVXKVPXCqCw8vsey_eBpu6F1MmnRhYS8,8y0mX32e2Y_GmGcS59KF4cOmMQZeIu5pSDJ07a7RcbU,7170000000
ASoy88I3brIcazzuK3nw5Pg_FpLJcxBdW05oKH3c46Q,3RD-ifJlte3mXlRU9ZpoUGM6EAii1EQlavBrJ79jEeU,652500000
ATKl83KjZoXM7gTgRnUYa5a_82elOoQUOCXMUvrm1Vk,KwA-r59R73NDZTKaJmjvk2B4dP2RrtOrmy9RjKH1w6M,565000000
ATNWxcYPrngzE62Z-4Oxa7abHh-8TxkihJQWzJh8LsA,TYHjq5FHwQnRqbZkLTb7mDemLIb-x3FP-rOv-0YXNwQ,652500000
AUhl6tEKfrK06N4Kd2ESexJO9il42Ts-ZsJPWCS-e6s,NDObkAOsMajzxX_BlLTXkV5tv6NasLojpk8WD-OrfDA,2607500000
AYEH0aZ7ZFBT0pxRaTpAkAPx1H-4dQmmDL7hxhiiH1k,3Gr4shi-MU94pPC1g3vlMPPl39gffOoZwAcJd8UBtcQ,1303750000
AZ9WL1Btor1-lnT9wVNjHU62OgxHFBfykdqS32H3O2I,UGm_n-H39zJDxTNnwSfTMCsufjI0nhDAHFEX_JRng74,456250000
A_Rq0ijEddP4Prm4G2DaeA78BDLnFv5FjrtYFj7Z2hc,JiXiLwTXFXP0hdfL3gyIV960D4sTC1Bk_KUO1P1-jv4,652500000
A_a6iwyruGfv19YKQFIYLLxU0lFjH1BO3RO6BuGaJHU,h87HVSyMj3jab9GwOYQd2ZYVARcF5EJTUuXHybD_E3E,2238750000
AcPmrjKLg57PvCRKf-11-azUeACUoV4ZbvWzgHsSvqU,eSRbMNB_wkZiiVeu2Axw5OC9AnRV-zU-vj_WDPbX-JY,652500000
AdExXTZD21GjM_QRwSCDhGRiaGC1Vl8eUHCJaiCK1aw,UejpsMGr8KfrhgSw4WSjC7Wq3fi2a_IHQA12WsRIXgI,435000000
AfzCxkYy4f4J6HsZgiDZW1DqlYO-7gIWrYPhw9diyic,3Gr4shi-MU94pPC1g3vlMPPl39gffOoZwAcJd8UBtcQ,3911250000
AgqYg3S593q19FwsXN1FA9abfc0ivtrH-dDTnBZYqMw,eSRbMNB_wkZiiVeu2Axw5OC9AnRV-zU-vj_WDPbX-JY,3476250000
Ai9AmHnIB8FgMijuB7fqTQo1QnViLhu0Uo929CUeYYs,_oRyRg0Iq0FDnXZCwdMM2eFdcjytN0LDdVmQ-D8fju0,435000000
AirVjow68XkNiSrk7dai3YBuifXxFdT8RMbNiYfzig0,O94QpUJ4oZ8gXlAJMV_xcigO9VyD3Kgf_wI7hTo6SGM,1521250000
An2KhysrSdR6aYh3BkRO-TxdBD1a2s1544UBcC5EJmI,2nCW-odXbd_59p0rFdKHdHibCD7bGsmNShvVCC6swYg,2390000000
Aq7had2-vOJj7LeXkN-8EBE-TOXhBD92ibzlnVF1jIQ,tsfe-wxLH9Pj3FOdSrw9vgvmlRzNigl8TvxJuB7IZ9U,1303750000
Ati3KXzGhXoOV2wkbiOgwgqIe5kFCQ8dxu-MqsVCvcI,NDObkAOsMajzxX_BlLTXkV5tv6NasLojpk8WD-OrfDA,2390000000
Au0prjqmychotjMafeV-EK3xeq_jo3QROfoi-e2NLyU,GDL0N8-lY37pbq_jyMJ6PQrYcHYB7B_IX1Ddt0zlW1E,652500000
AuTkDH6dd35evZRfVIRPcQF_hdbRAKdnzuhWD8bSJEI,PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw,652500000
AuhLGwvCWfmt7YdoNqeRQHqSYHwULg98G2yz2SFPW5g,1GRKSKvsHj-9XPzb-CejeCIAQ511Xz97QgX598sB9FY,1303750000
AxRouZnZ6dF5VvHdmCZRQKBgHCWzpEgj3Mlh2wxUmGo,pi_PVyBCifSZfwKG1v2BZs3xOL9nVitgw9VK6b7HmJw,1086250000
Ay8XSkubDjp0n5SgzouW52eXpTSOh07bqWY9ZY8-o_c,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,870000000
AyEkKr71O_ykp2eaDodBA9fOvO5vv7gsuK-aD1E64C8,2nCW-odXbd_59p0rFdKHdHibCD7bGsmNShvVCC6swYg,435000000
AyhPMzYk5AyQ7h4yz1dodcAZU_6NGxix4En-19lddYQ,4-mp3nYhEFgR9tehIwujKnJjgpe0yiRbGdGgTcbsXAc,4780000000
B-7hXjt5RR2sjc6nCWw5_U4uCI_WBpALrmVgNziBLWA,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,435000000
B0sAbJ-g_2dG8XifzRS-aTQg7vrksTTlc4iTbxkZJzI,1H7WZIWhzwTH9FIcnuMqYkTsoyv1OTfGa_amvuYwrgo,870000000
B55KWAPOrSd-qdL8r6u1aRFFSYUWObDaaKdTwQ5D8bE,UGm_n-H39zJDxTNnwSfTMCsufjI0nhDAHFEX_JRng74,435000000
B6oelqCb44FYpZ6eWML-acLA0bzhHXRphbANYYQ07Ws,_oRyRg0Iq0FDnXZCwdMM2eFdcjytN0LDdVmQ-D8fju0,435000000
B7GBgydZrOHM3iiP-TJFwwYDsg0_11KkyYfMey7Njz0,N64vIXjphKRHrciqRafXleT_dJ_PwgYVa-_kdWy1Xpk,7538750000
B7dP77j_qjrx--EpV8AR-Je2SLrntPU3qeBF-O4mgdM,JiXiLwTXFXP0hdfL3gyIV960D4sTC1Bk_KUO1P1-jv4,891250000
B9kOtH-b0XvCCOIYE26c_nmvZm4upsQgqmUbhDMWjA0,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,1260000000
BD5A3snx0WRZsQOHgBmSWg0PgHE2VPWa23F4bXH_wPA,nHTutCF0xhWyEfDZKXEBaOzMQEJ6rd5Y6stAMI4EB_k,435000000
BFWQytKrssqE5ETVIQBLBPlM5r1KWmAM2D8_4hM_5rM,k5GhUmInR23Jt0I14A_EMFAtFHBCRSZyN7Ibr_2cY-k,1086250000
BG-ahMlc0FzDKZkoz2Ht0H9Kojocj2jvo3RCYycVxXE,uzESID1JQp8m4RO7YjfVZ8eWtRsSrxLp1SilTj7psB8,1521250000
BGkpR7XIw0B3E_Ic9aAm4k0pVGQQLNhKaAO8hklBPxA,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,435000000
BHGWQ8GTmyM_E0Sq5r3B-mxfzJ7yJOAhxQruwKRngQk,uVOjyKg5SMzjHjqBz6VVoMi0Fz09ReBhPvNbD8RIFjM,1303750000
BI0ItvKgUrfGFQ8g2OTaOpTSW8lNd_3OvDgm9L12-y0,88TfXbrWazBDxwzZkd2K0zEtmMR9TXMOfYQ-u1WfV2I,1086250000
BKujvbhIrlaLwaQvunfVzyL0vxAZJfF7HJ-HYsV-rlE,GY0MysWAv83ANosil942egXtxMxxlAPEiI1LFF5hxjA,435000000
BQbg8sCQXCzDUqA2GN1aQTKfPn-PiNwcQQYqwb5jTHc,GY0MysWAv83ANosil942egXtxMxxlAPEiI1LFF5hxjA,652500000
BQeCZzKlw4t1jjt7a_7DQn4q54stAXj6eSfi_tYxy-U,w_dXSRqIUrIFn8QVRXuiQ25-5qKGDFNliIztzCa8PMY,652500000
BSYml9EKdskjmCmXxTvLii30aCqHojw32y7l66olkME,llpFQs81WBNqU5q7PDUnkkyzgMXtCOcqyL1nTvjKngc,652500000
BT9ajSmybe_Ua39_t0Q3AJPICzrK2T05GVOuOpD4o38,LSKZ5taMANhACaEHwlY_gzlltF_PwRI3AgAPMLNw5JE,435000000
BWPmIcvQ_XTAxn2Ji3y4-gtQHyPCHmJSGWfXsxl5wz0,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,565000000
BWv_mHb5cIG5mTOqv3cadQkK6kdy9phapuZrIoM-6pY,0RWuHL1469WYh146-x-5IKtes0WQweqv8d9OehyxFKw,1521250000
BX4ioqrYBoOVFQg3EszQXPAT9k7x_Nez4Br0H7BcXoQ,GY0MysWAv83ANosil942egXtxMxxlAPEiI1LFF5hxjA,435000000
BZ7FMkVwrespCVmY1hbFGNsIbxIoxA-AmmUvOslElr4,3RD-ifJlte3mXlRU9ZpoUGM6EAii1EQlavBrJ79jEeU,1521250000
B_XAxpuXd5G7qo1Yznduh_PcDnxG-Xj3qxp-0tAHmz0,lk2W8J5mj9JDpl22p1WMC05gD7EqWJZbbAgOAswC9xk,5431250000
Bav62LeK2f8iME9XSyvMnPmoe98qJ-UhRi2iH01ao1k,uzESID1JQp8m4RO7YjfVZ8eWtRsSrxLp1SilTj7psB8,2607500000
Be4gY4JbQrPYprAm2XcH635fN7KWqgwi5yiYu8bfmJk,J2AARe8Jzi2ttgjDWAtHLXgdd93psesyRUuvg-LN2tg,652500000
BeV-aVftNbxZmDm_nIOzjGaBmc1bql0CMl4A1RAyRao,qNPdvpt_iC1f3uRfmh5GPpwMPRNujWdddb7M9gWlkDU,435000000
Bf5H7URQjGh4-WJCEPKM-oYKbUDEuicH8kQBzEEFxrg,Ie2wEEUDKoU26c7IuckHNn3vMFdNQnMvfPBrFzAb3NA,870000000
Bn0kIG1KVfWa_OpuVy-5OhhUXr_LefMcT2QVyKvjImI,eU6aR_pysY6DbN76FZVarcUaRe1xBnXnyUPVI7n7Usw,3258750000
Bop2BJ8mewVbN2q8ZYRIZjkc_m3asMT3Sm0LHkXalAs,O94QpUJ4oZ8gXlAJMV_xcigO9VyD3Kgf_wI7hTo6SGM,587500000
BoysJ5M3T1BuvqpwPI9JhiO7RXcCRb0frU2KhvduKJo,1gQCULHEJg2dryFHqRvqHpy0TYC39xu0Vm6XImGsJn0,652500000
BpAoTYX0oqnAMumYBS6_5AHbAezEQe-e6LwMPg6mfxo,SCOKnowXkWX27XM84Tk7gEt7mF24Qfdh5J0J4KKPNLY,435000000
Bpn6pifb-VCDr15W7caAEnRrJnjrLGIPVs0zWmulHMc,l5wmMZJv6cXuJxlvjf6RkErudcWQfosBc7b5Gx7gCsU,435000000
BqJT2J__3GtUu1j9xfBb8neKqHdMNaI4zn2n2TxxEW0,1LUv6R9jUc7_eqhyOAnPjevurdO5tRqAAUGTdd57yrw,2390000000
Br5fA2ED_wKpsONr75naxBBPfJnMOdAl1QWWFntmtZA,4-mp3nYhEFgR9tehIwujKnJjgpe0yiRbGdGgTcbsXAc,2390000000
Br7VRGfzd93YwEk7OgRss7D7YqBL08hC8oFdzcFgU7U,BFHYPcc5DmqQMp8OsdiMK_AFy7eNBVnUwNbQHs8e_Pk,652500000
Br8RMr7IMe9f4pX-a_QKwovWkh4RWret_Tz432U55aA,l5wmMZJv6cXuJxlvjf6RkErudcWQfosBc7b5Gx7gCsU,847500000
BsOXPQVCOQaWA3HgjFb2ZtsdccxmGvfv2YxAiEUgQIY,W-is11Lhz1V666jC8xkmxZxTRdFnSzkbvHc1NNsM878,11308750000
Bt45kNIfZqKgeBB2FKtqAM4-CavIkHeGo5q5l3TtUcY,1DkiG-bX-EnXBHtIYnBPLHXLLUQtTZiw9qgMgRrnahA,1303750000
BuZZFpNgqky_ZlNVdrQfkiY_AH48o2q7nzfipAjbYTE,SqEQ2UZcI6s4yU8jQMnmxSBmu1XYBg_eHoivzxYljU0,652500000
BupKnNstbKdCTGsXN_AjMMUrXF-dvKy3SSS9Fvof6M4,99cN-yl_Ytpn-_vOOZrF39O3YST9Qe5OP9SZHP_JN7Y,435000000
BwlVTLSU9ZTNz40OYouotsmArcp8FD6i7cUOSnpLrss,Y6MvWpH-KGBsdmib83eiorjFHUMhkUV9HspQhT7rsjw,4128750000
BzJSrQI1fh3-QndPoeSvEZfBROdzBjGMOo4FlVXzljQ,GDL0N8-lY37pbq_jyMJ6PQrYcHYB7B_IX1Ddt0zlW1E,1500000000
BzLa8c8Y-G4HuzewKeY_l9I7iWCwmrj7k-YJ9WzH37M,ZnOlQXC0GUlWB7X7arG7DGho3HVEhp70B6qP62N_IF4,8256250000
C0nIUWoBuwLKrvELvCcV-o8CW-FaNCAg9FLeh7WrAgk,k5GhUmInR23Jt0I14A_EMFAtFHBCRSZyN7Ibr_2cY-k,1086250000
C1FvBXosDi8yOHuy2eW3p8wtbupxnlI2Ry9YpOlWv4k,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,435000000
C2mOlWr4-r8BxzGbQRy-nk_WQQXOAP0BpVAOVUR3Wm4,hwix8tvuOHBAhsuBfE_cV8UrG8FPmtOyc3jTko0aSaU,891250000
C3GWP2XKKXLzPaEmeirbihllLxaJqwBOfJu0eas9jx0,7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,2390000000
C3nm7xnYh2mZNdVjPQpSA7DqlRmbmU9fA2UlnEORAoo,RBTNdj2oUNaExlPMId7kgWv_wXC0qsgGhcU51dgOKy4,935000000
C7wzSwZCTgeYDdgVxp0QF3yduHVOL6NN0dsObFj_Z6Y,h0YJJPy3KbX368O7OzF5VgNPUYK6gYnjBDVSjxXa56U,435000000
C8UwFdQHmOKece-5ierveUlN9mdK7uAXBUTY4tQdBoU,qNPdvpt_iC1f3uRfmh5GPpwMPRNujWdddb7M9gWlkDU,1521250000
C9YdPO7PT98W3StiH9QIyaWJ2lcelN5uJP99Edqww0s,qhjZBMNa8EDTb8WaZwJ9vwVgiFbX9VmVmd7S7x80-BI,3172500000
CBI9uexT8wq4lAngywm_5hMmOm--6UzZShm_Iycu39o,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,3461250000
CDoilQgKg6Pmp4Q0LJ4d84VXRgB3Ay9pIJ_SA617cVk,R3M-B9MxQroHoAzY7-Xeikxit2-s6f3WY927CgvJsh8,4997500000
CHGwhxzWsunLejBvNCgOF9xi-lv9MjYxcKRdoashiDg,tsfe-wxLH9Pj3FOdSrw9vgvmlRzNigl8TvxJuB7IZ9U,3911250000
CHREXK3vRiAOncpVyLm_7vO4_DMuxeAWawY0Zvp8JDg,BAQYHfwzlL5Fd1w8-fr2Iu0DMUzbgjwV-EM9fTP1Oeg,1477500000
CHihtxI74m-DdXEoM_peq2HnfdJ-NHhcVM0wqTR1bs8,uzESID1JQp8m4RO7YjfVZ8eWtRsSrxLp1SilTj7psB8,652500000
CHx6JoVAt6UXgkOBxQeMb4MhaPg4evmSkroTt5Jc3P8,1DkiG-bX-EnXBHtIYnBPLHXLLUQtTZiw9qgMgRrnahA,1521250000
CIGwFi4o0yYL4zR4XLjMimfPWuggFCbncIZsaUVhuMI,adJdVInjVz_E8lrKbt6bQppXuauy5da30Q5UNwUIgug,891250000
CJ9bKSv0hMhMrFHxZGZuZeeWNjEd7tlFpmCukn4K0qA,1OzkH57YIxDhSjE1h1hgQRyyLcg776GMtxf5IrZNRPA,435000000
CJtl-spsmZ7hVgxrcgGoHdsvI4kIdWl_aSMCK9c0TlY,Y6MvWpH-KGBsdmib83eiorjFHUMhkUV9HspQhT7rsjw,2172500000
CL6JYB1-MD0wjhidQj95TN0tqMbIngWnI6j42h4pKP0,-C5AiYcMmrOFHrnQwhJg1Xtzhz23T0zNB0ACge1otHs,4562500000
CLTf8tXWfr_uOEA8v0SgfqQQ-cTFobCGBOaxayBP16I,BFHYPcc5DmqQMp8OsdiMK_AFy7eNBVnUwNbQHs8e_Pk,652500000
CMvUgo-hPrhtmKRbJ7TLTDShpWhGtU1cMJIxhHB5uWE,1GRKSKvsHj-9XPzb-CejeCIAQ511Xz97QgX598sB9FY,1303750000
COeB0-z-xyvgLFpmd-9wkqF1L2in1pNg2YT0CoG8BL8,KsHdxewU2qgzXbjT7dqRbpnKEuRuuP5NcbSSw7n9zB4,20855000000
CPUSAc7v_-KSTLcDjRbiJ-Oxxlx7RF2WUf92hzTZ4H4,9my2TT05SwQrk8TCXmASpr3nh_DuEIKh5GicUfn4d-Q,565000000
CUk8XJDJk48TY9jfOlNE6pt_bTWk0RyuGpdne9syrbE,xyH8-v62Hs-Wvli8WF1OZ1DeuAg6YviFPE2CIlBUhjw,1521250000
CWHEErwU35phm2COiPhhp0R-jJNe3K_mH1pEH3ZyQ3I,fD5A1ki_bDGt-FjVvOPHPZ1ylDAQo4zCp9LIOD9VCWk,435000000
CXd5WdL3BsR-_wQPfRwAmQ_BbsMJJRtPdPEnDxseJiA,qNPdvpt_iC1f3uRfmh5GPpwMPRNujWdddb7M9gWlkDU,435000000
CclH68kk1EvpeIP1NhGpbh53qVz61JpS2GZlHgehzs4,IfRB126OA-VgcriyUZggYY1_X4xVQfSFcit_jH-7GP0,435000000
CgEyJqJm7eMILtvDNvTph7jwU1jcm01ncCrR5hG7jck,f_EcJ8tYOFYjBMCIi-dlmzg8AiWZ2hELrXRFWPKCv9I,1086250000
CgkARmRPcUfh6lSAKb3YeD0oH5evJ2Ms15lLsEWRBZM,1GRKSKvsHj-9XPzb-CejeCIAQ511Xz97QgX598sB9FY,1086250000
ChuAGPgtTahzTNkm_ADJ79dtfGMdMecTfnCPHk7TXiw,ty5YtynhdixPERscueTiOl1KA4Y69HNrAaJ2H_2sBh8,1086250000
Cl9ZFEX4eLutGUMpUrWhBqmT_xLZ6cO20KHSE0kXsH4,XX4ssz8MKbXvbVXhBRl84TWDDwkkme96lMkjpL7IpXs,2825000000
CpBqI8_bqBpqd92VnizzHRxzNfxgy3nV1hsSLp7e0Gc,5wseWFMo4M1BsCJ_lxIU1bbLH7vMTL-SImx_x7eeCYM,652500000
CpWONCJiNz0J6jGiDZQs-PQksWlKuebvWgwgle-eP58,2nCW-odXbd_59p0rFdKHdHibCD7bGsmNShvVCC6swYg,2390000000
CplyrGmQI1lQNr7bV20no4EmmPr1TTQAqp15XR_G6Wg,XxFP2vIIBlPvBe27tVTebgAtd-r09t5_BMtg_afsmMY,870000000
Cscgsf-Fbj8qCRkV6nUs3-AnZO0Bf8OaBwUYF96ZtNE,PE0gBR0wwHlNA4k4He0K3iYc-EKPqjgm7dG65T9pNiw,2390000000
CtFgThtKFb5Oq2zm9DdvR-jJf4bC5vffsnZShT65ZdE,W-is11Lhz1V666jC8xkmxZxTRdFnSzkbvHc1NNsM878,1347500000
D1zHhchAy3Fy_cnc5pguZoSXGpBQok3KAF8FRtmcfLk,99cN-yl_Ytpn-_vOOZrF39O3YST9Qe5OP9SZHP_JN7Y,1086250000
D2hxasSoUEz7DCqbU8yzrmViT07YcYnsoo2b7xbAWYI,JVTJPRU5jqrz3YT25pl1L_zJdviOsHsZn1Bhs5O7czc,435000000
D3sX8SdGLWUwXNcn2ntwCs5bPvlCxS6Dmfg8lNIh4ek,J2AARe8Jzi2ttgjDWAtHLXgdd93psesyRUuvg-LN2tg,6440000000
D4_czSLv7azS97pJE4IVLmI_OENrJB0pTE1f4UA-vWw,EhkVW8-6SnOm1UBVI-TJH2Hsmoz9ppv1jQMRaSo2W_g,870000000
D8i9SF5K7crML9bCtAdYQz6ty1oZK20Ar9IklHP9ovY,JckL0gGb5prOKo7jOwBPAk7YJHC2plZeEGdVi-YsblU,4150000000
DBCBQgknH2YPN-4WjOJ1tsdPKZY-Ii8uumN-NlqNyD8,TlZUBXVaCY5mvVX4IUjFR3FcMhkmnTAWikzuWlAc5_M,1303750000
DD2s_0ewJ1EX6js9zLe6IQmFhFmyg67WwwyWoR7KQ8w,eU6aR_pysY6DbN76FZVarcUaRe1xBnXnyUPVI7n7Usw,9558750000
DGk6GToQtY4MQkk0gWLcnT2ejxYieRXepMplA9HVA2U,MTMnfoaDDyFBPy_YV2cVuVU3xEsryGhA9bZDxNVh5_U,565000000
DIOUFhTHAV-1_99_73cW7G1jqL2B6u302gNIp7hQ2y8,s4JPHqCNvdVspEYm_BGd8SIRzVvsj9e4bMFcSnnRG5Q,8256250000
DIdUcBkDxmPKSsc6FUFQS4GLGSYkswoNFg-_kEvIQ5s,uQmgimaXSc3qeTYRjiqj9Nx_GHfxdTWMprQuyRawnek,435000000
DK4iT9WtDeAGmXlzxk6_xLkqZqoyP23zxUHZbSOTr5U,lPNnW6NKj2rhgmR80_hVdWlnde6hne4PFUmdAuwVN0U,1303750000
DKcebnfgC2Df6bI4Q8Ew3di7qNMki2-a5zex_ixBr80,RQbIsdPpKShzE_juXB4e0YL2b_AGCieF2tKh2uUWg7M,1738750000
DKfcEgtCBq_WjAjbXmiyX2aiOQNvnTsTzIuLyQjW9lQ,NrE-g7b_WCSTLNRwJXouBsPWxwXFtF4-lyg5a8Enq8w,652500000
DMriGlVYkv80QX_1om1w4aU8VVyatEnwT8k6jl-hAEg,TMXcVEAvy2e7cFwd0qMMsoYSjVPYRuNFHj-yxC45Hy0,2390000000
DNZ4jD32Q2YwhDbrsORN9VIudYXnJGsxWLNE5XTqrk0,TlZUBXVaCY5mvVX4IUjFR3FcMhkmnTAWikzuWlAc5_M,435000000
DP36hOI_au5FY5GxevqGw0OZgSThNiK4h5sS06AMstw,6_VgeTao81VT-skokWhOufqplGGSE9pAod4vtxM91SA,1303750000
DP3phGbvAqWHSRyPoGGkhQtfklpv8qflAhPyFWlbBmk,7DYE7_AtHBW9T98vUuZVkL6mW_ZX8t_GiIGR88Vi25I,2516250000
DS0Q3ngyOaxshzp4q0h68M9KJ5_re0GlY7qus8lJ5uY,6_VgeTao81VT-skokWhOufqplGGSE9pAod4vtxM91SA,652500000
DSDXCgoDM0iLjr3aUhDM9IAtiP2N0reHiCw-ACCBNdA,pi_PVyBCifSZfwKG1v2BZs3xOL9nVitgw9VK6b7HmJw,5213750000
DSFIZIJ_UsewKyEeIB_3OnKcRoF38Abh-XyPpbuib2c,GDL0N8-lY37pbq_jyMJ6PQrYcHYB7B_IX1Ddt0zlW1E,1303750000
DSJ1EJtukY37ZopuYDQAxS-_IqJmgdyX-ZCqj0Ik6gU,KwA-r59R73NDZTKaJmjvk2B4dP2RrtOrmy9RjKH1w6M,5866250000
DSR6VHEWFkhoGhs7ESk7JqhNeDZK8cHgJtKxCmnqv5s,9Rya3y64lWHKAbbFYmSo_Fw1rKlagKOWoZ2Qvl1ENrQ,435000000
DSmSryf0Vrwit7tjqAKyOgXLV_LYFT9LtEkRwEQk-Qg,RBTNdj2oUNaExlPMId7kgWv_wXC0qsgGhcU51dgOKy4,630000000
DUTAG4LO2qjkLUoKs81c_aj4vlNUptIqvoPfMuwDhF4,YlprxxUDtRCP2Ewfn5qEOQ0j1w_qLc9R6V6TnZ9HNSU,3325000000
DVkUCXzZKEiky_2E7jRFuADJRkfh5kLX0G6JKc-ZDvo,lk2W8J5mj9JDpl22p1WMC05gD7EqWJZbbAgOAswC9xk,1956250000
DWVfZcL71h6DMGKJ7laQyEnpR_LQjTu677frayALtUU,eU6aR_pysY6DbN76FZVarcUaRe1xBnXnyUPVI7n7Usw,2825000000
